GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
POLDIP2,-0.187,0.187,6.578,0.098814586,0.175514307
SEC61A1,-0.187,0.187,8.186,0.127666103,0.215120578
PRPF38A,-0.187,0.187,4.171,0.128340217,0.216081155
PSEN2,-0.187,0.187,3.387,0.141825618,0.234261717
COQ10A,0.187,0.187,2.006,0.142750818,0.235530472
TMEM33,-0.187,0.187,5.696,0.185096706,0.288769863
RBM8A,-0.187,0.187,6.322,0.228153492,0.340283977
TMCO6,-0.187,0.187,2.787,0.277125256,0.395593356
ZNF75D,-0.187,0.187,2.29,0.335526961,0.458346334
TMEM74B,-0.187,0.187,-0.392,0.520964392,0.637329216
MGAT5B,0.187,0.187,-1.408,0.528151857,0.644242722
HSPB8,-0.187,0.187,0.944,0.564112543,0.676910975
DLX6,-0.187,0.187,-3.612,0.815798945,0.88242271
SNORD117,0.187,0.187,-3.678,0.992075946,1
TM4SF1-AS1,-0.187,0.187,-2.969,0.994851506,1
CCDC89,-0.187,0.187,-2.684,0.979903271,1
IPO9,-0.186,0.186,6.364,0.057803293,0.113895021
HPS5,-0.186,0.186,5.31,0.078933315,0.146724638
TBC1D5,-0.186,0.186,5.148,0.07977093,0.147851639
ORMDL2,-0.186,0.186,6.059,0.098439171,0.17513794
KIAA1671,0.186,0.186,5.943,0.134799103,0.224685151
RPL9,-0.186,0.186,10.794,0.135542458,0.225674435
MFSD14A,0.186,0.186,5.297,0.136395657,0.22692589
ERCC4,-0.186,0.186,3.599,0.222028633,0.333057757
EZR,-0.186,0.186,9.011,0.222471512,0.333477457
BRE,-0.186,0.186,4.599,0.222727694,0.333812018
DGAT1,-0.186,0.186,4.306,0.237245932,0.350370026
PTPRB,0.186,0.186,1.862,0.276947334,0.395397958
MKI67,0.186,0.186,5.186,0.289603917,0.409542364
PKN1,-0.186,0.186,4.204,0.290796398,0.410867051
ARNTL,-0.186,0.186,4.159,0.419202268,0.542752557
RIOK1,-0.186,0.186,3.655,0.434845454,0.55805911
ASNSD1,-0.186,0.186,4.67,0.543312322,0.658414911
C16orf71,0.186,0.186,-0.572,0.548645174,0.663246818
LOC105374366,-0.186,0.186,-0.579,0.589973814,0.699398673
CNGA4,0.186,0.186,-3.485,0.838068366,0.899083151
PLCZ1,0.186,0.186,-3.062,0.857019104,0.912635556
MIR576,0.186,0.186,-3.442,0.98932991,1
TBC1D9B,-0.185,0.185,7.014,0.04938599,0.100624123
NSUN4,-0.185,0.185,4.842,0.050561138,0.102470816
ATP6V1B2,-0.185,0.185,6.482,0.070031493,0.133295112
FOXRED1,-0.185,0.185,4.685,0.098554849,0.175260569
CHPF2,-0.185,0.185,5.789,0.111316426,0.193040019
WDR7,0.185,0.185,4.116,0.111398635,0.193137909
TAF10,0.185,0.185,5.584,0.116796571,0.200655863
DGCR14,-0.185,0.185,4.493,0.122431677,0.208001608
UBTF,-0.185,0.185,5.795,0.15010971,0.244958832
RCBTB2,-0.185,0.185,3.054,0.180360299,0.282970525
TRAF7,-0.185,0.185,7.156,0.215321065,0.325176259
SLC10A7,0.185,0.185,2.478,0.235118687,0.348096992
MAPK8IP3,-0.185,0.185,4.684,0.256427627,0.372582053
EDEM3,-0.185,0.185,5.031,0.270581152,0.388107345
GJC1,-0.185,0.185,3.364,0.286401244,0.405753136
PDLIM2,-0.185,0.185,4.625,0.286715221,0.406121214
WWP1,0.185,0.185,4.355,0.29287949,0.413161408
FAR1,0.185,0.185,5.871,0.300823532,0.42193333
SLC4A11,0.185,0.185,3.085,0.376422932,0.500295727
CAPNS2,-0.185,0.185,2.416,0.493848861,0.612227778
LTV1,-0.185,0.185,3.939,0.498620507,0.616579935
SAMD12,-0.185,0.185,1.313,0.564463965,0.677224276
LOC102031319,-0.185,0.185,-3.276,0.690689126,0.784194765
LOC101929441,-0.185,0.185,-2.77,0.876641506,0.92691899
C5orf49,-0.185,0.185,-3.033,0.994992823,1
TNPO3,-0.184,0.184,6.184,0.080637555,0.149079393
MRPL21,-0.184,0.184,5.424,0.091878817,0.16570751
NRF1,0.184,0.184,3.776,0.151151108,0.2462295
FAM3A,-0.184,0.184,4.618,0.171668956,0.272335884
REV1,-0.184,0.184,4.748,0.184729596,0.288317123
RUFY2,-0.184,0.184,3.705,0.185927751,0.28984095
TOR4A,0.184,0.184,4.708,0.186831771,0.290992327
PTPN21,0.184,0.184,3.746,0.188362409,0.292910209
ZNF721,0.184,0.184,2.809,0.191957602,0.297287776
ITGA9-AS1,0.184,0.184,0.94,0.205339651,0.313267274
RAP2C,0.184,0.184,4.563,0.205522678,0.313405402
TTC7A,-0.184,0.184,5.218,0.208195362,0.316721684
SHOC2,0.184,0.184,4.413,0.210906312,0.320013013
KRI1,0.184,0.184,3.499,0.267920886,0.384905248
ZBTB8OS,0.184,0.184,3.478,0.274073538,0.392241157
COX7C,-0.184,0.184,7.144,0.275114511,0.393480579
SCAMP4,0.184,0.184,4.275,0.280301734,0.398951996
ZNF480,0.184,0.184,3.143,0.296656244,0.417389731
SORBS2,0.184,0.184,1.42,0.309549831,0.43150882
RBBP8,-0.184,0.184,5.709,0.333793557,0.456671818
FAM43A,0.184,0.184,1.452,0.339108606,0.461920468
TLE2,0.184,0.184,0.052,0.461679387,0.582982976
ZNF253,0.184,0.184,0.438,0.465977833,0.587009812
LIPE-AS1,-0.184,0.184,-0.09,0.531714798,0.64751642
TSACC,0.184,0.184,-0.925,0.532715729,0.648333
KAZALD1,-0.184,0.184,-0.158,0.643961756,0.7455213
DENND5A,0.183,0.183,5.406,0.047599327,0.097672541
RRAS,0.183,0.183,6.372,0.170918672,0.271509483
RAPGEF2,0.183,0.183,4.133,0.17666831,0.27845996
ZNF143,0.183,0.183,3.959,0.182309638,0.285471204
CDC20,-0.183,0.183,6.834,0.194103623,0.299865754
GRK3,0.183,0.183,3.828,0.20917471,0.317910506
ZFP1,-0.183,0.183,2.882,0.251215685,0.366667306
UBXN4,-0.183,0.183,5.591,0.262807327,0.379400668
TCIRG1,0.183,0.183,4.958,0.263849453,0.380364388
A4GALT,-0.183,0.183,4.129,0.28004604,0.398792468
FAM208A,-0.183,0.183,5.478,0.293376083,0.4137322
C18orf32,-0.183,0.183,4.448,0.309799863,0.431830598
MBOAT1,-0.183,0.183,2.158,0.32885787,0.452119267
ZNF507,0.183,0.183,2.982,0.376495896,0.500363134
CYTH4,-0.183,0.183,-0.946,0.690230891,0.78400583
LINC01600,0.183,0.183,-3.34,0.828955426,0.892355321
MIRLET7I,0.183,0.183,-2.847,0.913273059,0.952265317
CDK10,-0.182,0.182,4.459,0.094134734,0.168828517
GAPVD1,-0.182,0.182,6.197,0.102218104,0.180391495
RNF19A,-0.182,0.182,4.914,0.122648794,0.20827608
KAT5,-0.182,0.182,5.172,0.133213949,0.222537741
OGG1,-0.182,0.182,3.652,0.167778948,0.267352753
ANKRD13D,-0.182,0.182,4.523,0.171271733,0.271791062
MPZL2,-0.182,0.182,5.885,0.172764376,0.273822587
CHST15,0.182,0.182,5.306,0.196623575,0.302845816
VPS37B,0.182,0.182,6.063,0.249736879,0.364816645
COL4A3BP,-0.182,0.182,4.288,0.262772017,0.379398396
ZNF550,-0.182,0.182,2.589,0.268515135,0.38563581
FERMT2,-0.182,0.182,4.444,0.276035018,0.394345759
UBAC2-AS1,0.182,0.182,0.858,0.288197603,0.407784378
MYBL2,0.182,0.182,5.325,0.307434402,0.429065188
TSC22D2,0.182,0.182,4.877,0.322591001,0.445628104
ATP13A3,0.182,0.182,6.729,0.347822854,0.47116548
PRR7,0.182,0.182,1.639,0.359642709,0.483218865
ZFAND4,-0.182,0.182,1.481,0.367592554,0.491441113
RNF165,0.182,0.182,1.296,0.403847209,0.528131369
TEFM,0.182,0.182,2.685,0.40384162,0.528131369
DNAJC10,-0.182,0.182,6.583,0.418339318,0.541853611
SERPINI1,0.182,0.182,-0.228,0.440223827,0.563065926
HOOK1,-0.182,0.182,2.908,0.48736854,0.606435133
DDX21,-0.182,0.182,7.585,0.509608354,0.62679013
SEMA5A,-0.182,0.182,0.754,0.519336135,0.635903334
UCP2,0.182,0.182,0.534,0.57370106,0.685709653
P2RX5,-0.182,0.182,0.243,0.581706591,0.692371521
LOC107983988,0.182,0.182,-3.232,0.771190242,0.847201862
SEC31A,-0.181,0.181,7.287,0.061126456,0.119324444
RNF4,0.181,0.181,5.918,0.075498444,0.141379653
CTNNBL1,0.181,0.181,5.358,0.121603342,0.206936303
RPS6KC1,0.181,0.181,4.535,0.139867469,0.231537434
ZNF3,-0.181,0.181,4.57,0.143270897,0.236284574
ZWINT,-0.181,0.181,4.591,0.143887106,0.237040122
CWF19L1,-0.181,0.181,5.263,0.148536072,0.242901944
RIPK1,0.181,0.181,4.997,0.154062092,0.249849634
TBP,0.181,0.181,3.162,0.156877425,0.253578833
UBXN7,0.181,0.181,4.783,0.177776421,0.279794784
CINP,-0.181,0.181,4.888,0.189687479,0.294583359
LMO7,0.181,0.181,4.969,0.20798165,0.316460781
MSL2,-0.181,0.181,3.824,0.222212283,0.33323674
CARF,0.181,0.181,1.98,0.246547428,0.361025049
CARD10,-0.181,0.181,6.767,0.254002606,0.369775185
YTHDC2,-0.181,0.181,4.336,0.261108736,0.377724317
AGR2,-0.181,0.181,3.264,0.281443005,0.400140079
TRIM33,0.181,0.181,4.523,0.294961025,0.415420374
BIK,-0.181,0.181,3.997,0.30905802,0.430956788
ZNF470,0.181,0.181,2.052,0.325542981,0.448750458
ZNF510,-0.181,0.181,2.822,0.336263437,0.459240829
SH2D2A,0.181,0.181,2.242,0.346413366,0.469652166
RANBP2,-0.181,0.181,6.659,0.353223044,0.476557657
ME3,0.181,0.181,1.918,0.356737848,0.480061487
PKMYT1,0.181,0.181,3.698,0.363464806,0.487132071
SOX12,-0.181,0.181,2.566,0.37373088,0.497423217
ICE1,-0.181,0.181,5.074,0.397842848,0.521978728
STT3A-AS1,0.181,0.181,-1.16,0.551399464,0.665418862
CD86,-0.181,0.181,0.759,0.592508741,0.701442528
MANEA-AS1,-0.181,0.181,-1.032,0.605433132,0.712356246
LINC01151,-0.181,0.181,-0.817,0.611668302,0.717627847
RSC1A1,-0.181,0.181,1.22,0.719248714,0.806573114
TCF4-AS1,0.181,0.181,-3.557,0.844524106,0.903965935
WWC2-AS1,0.181,0.181,-3.665,0.980402543,1
SNORA70D,0.181,0.181,-3.666,0.982334115,1
JPT2,-0.18,0.18,8.055,0.053108129,0.106544526
CD99,0.18,0.18,7.169,0.096213168,0.17202119
RGS20,0.18,0.18,4.206,0.110766547,0.192353396
AGAP1,-0.18,0.18,4.086,0.114336637,0.197122462
CSNK2A2,-0.18,0.18,5.859,0.118353982,0.202774052
TMEM181,-0.18,0.18,5.388,0.121429372,0.206704718
ITPA,-0.18,0.18,5.309,0.123777029,0.209796001
VLDLR,0.18,0.18,4.442,0.126673455,0.213827762
C11orf84,0.18,0.18,4.378,0.136869321,0.227612922
C11orf98,-0.18,0.18,5.4,0.164589406,0.2632775
SMARCB1,-0.18,0.18,4.621,0.173437678,0.274522185
ARID2,0.18,0.18,4.604,0.177923772,0.279967922
GOLGA7,0.18,0.18,4.928,0.188689102,0.293316419
IFNAR2,0.18,0.18,2.687,0.200301672,0.307311406
ZNF562,-0.18,0.18,5.475,0.213237416,0.322819948
LINC01123,0.18,0.18,2.419,0.234529376,0.347498993
TMTC3,-0.18,0.18,5.886,0.238022569,0.35119415
LRTOMT,0.18,0.18,2.22,0.286245615,0.405558197
ADGRE5,0.18,0.18,3.284,0.331346868,0.454346994
DNAJC9,-0.18,0.18,5.351,0.337591747,0.460579496
UBA5,-0.18,0.18,3.899,0.365261503,0.48895737
SURF6,-0.18,0.18,3.447,0.365560258,0.489269938
NTNG1,-0.18,0.18,0.553,0.387208628,0.511277237
MARS2,-0.18,0.18,3.569,0.410908887,0.53488454
GPR63,-0.18,0.18,1.121,0.473467304,0.594032833
CCDC82,0.18,0.18,2.448,0.478546139,0.598808691
LOC105376736,-0.18,0.18,-1.241,0.549532548,0.663943833
NXPH4,-0.18,0.18,0.198,0.557048403,0.670257994
TNFSF11,0.18,0.18,-0.764,0.602831223,0.710186459
ABCA17P,0.18,0.18,-1.641,0.667501781,0.765634528
MIR6819,-0.18,0.18,-3.219,0.75468485,0.834818848
LOC102724719,0.18,0.18,-3.201,0.815458088,0.882174177
LINC01809,-0.18,0.18,-3.604,1,1
PMCHL1,0.18,0.18,-3.529,1,1
ITGB5,-0.179,0.179,6.294,0.089616052,0.16217268
WNT7A,-0.179,0.179,5.852,0.103935633,0.182891586
PRMT5,-0.179,0.179,7.121,0.156379222,0.253005428
RPS7,-0.179,0.179,9.898,0.159763403,0.257333033
C16orf91,-0.179,0.179,3.126,0.226950751,0.338904282
IGF2R,-0.179,0.179,6.317,0.240917452,0.354627967
CTDSPL2,0.179,0.179,4.27,0.275707497,0.393952928
ITGB1BP1,-0.179,0.179,5.556,0.28134434,0.400075672
CDKN2C,0.179,0.179,2.044,0.321611505,0.444712035
SOCS5,-0.179,0.179,3.096,0.324270821,0.447426495
WWC2,-0.179,0.179,4.536,0.331878164,0.454909115
PDF,-0.179,0.179,2.047,0.363911015,0.487526747
PDZK1IP1,0.179,0.179,2.172,0.408369966,0.532571781
KSR1,0.179,0.179,0.836,0.420941602,0.54450302
FAM196B,0.179,0.179,1.609,0.443454583,0.566103665
ZNF608,-0.179,0.179,2.901,0.497792781,0.615928882
LOC101929710,0.179,0.179,-1.405,0.509959447,0.627146794
GPT,0.179,0.179,-0.818,0.576678437,0.688244265
SPTBN4,-0.179,0.179,-0.752,0.766426557,0.843425199
CXXC1P1,-0.179,0.179,-2.913,0.925759127,0.961763247
CCND2-AS1,0.179,0.179,-2.4,0.945237542,0.975551996
CORO2A,-0.178,0.178,6.127,0.069777567,0.132907526
MRPL34,-0.178,0.178,4.328,0.098768488,0.175460141
REXO4,-0.178,0.178,3.54,0.099051304,0.175837564
LAD1,-0.178,0.178,8.38,0.101000025,0.178576198
RPL13,-0.178,0.178,10.466,0.113616907,0.196152246
YBX1,-0.178,0.178,9.737,0.129288226,0.217335634
EVC2,-0.178,0.178,3.298,0.148119826,0.242450413
HELZ,0.178,0.178,5.024,0.152446195,0.247872465
TSHZ3,0.178,0.178,2.859,0.159177936,0.256638235
VPS37C,-0.178,0.178,3.865,0.230258924,0.342684028
CLPTM1,0.178,0.178,5.502,0.251004677,0.366409373
FBXO31,-0.178,0.178,4.691,0.252854404,0.368485243
EHBP1L1,-0.178,0.178,5.493,0.258843701,0.375195755
MALT1,0.178,0.178,4.87,0.261516259,0.378022089
PSME4,0.178,0.178,6.761,0.32247016,0.445495293
GNG11,-0.178,0.178,2.666,0.33528621,0.458225654
MRPL3,-0.178,0.178,6.448,0.357741437,0.481202623
LINC02029,-0.178,0.178,2.785,0.375960209,0.499917057
GPR155,0.178,0.178,2.171,0.387293817,0.511334103
RGS9,-0.178,0.178,1.595,0.449321961,0.571446575
KRT78,0.178,0.178,-0.248,0.588339168,0.69804951
MFAP4,-0.178,0.178,-0.674,0.671697932,0.769120292
JAKMIP2-AS1,0.178,0.178,-3.173,0.690779812,0.784222669
BEX1,-0.178,0.178,-3.066,0.882358317,0.931232371
PANDAR,0.178,0.178,-3.654,0.96581061,0.990922919
ZNF804A,-0.178,0.178,-3.721,1,1
ADD1,-0.177,0.177,7.505,0.093261266,0.167663048
SFXN1,-0.177,0.177,6.104,0.094122224,0.168819543
AASS,-0.177,0.177,3.473,0.105391791,0.184918648
UBE2H,0.177,0.177,6.638,0.134085615,0.223711421
SNHG11,-0.177,0.177,2.771,0.166089264,0.265205149
NIPSNAP2,0.177,0.177,5.401,0.171981895,0.272755378
SKP2,-0.177,0.177,5.27,0.173412083,0.274515134
SRP14,-0.177,0.177,5.715,0.182767053,0.285948564
DGKZ,-0.177,0.177,6.231,0.186523705,0.290552752
CDK2AP2,0.177,0.177,4.971,0.193109245,0.298721674
ZBED5-AS1,0.177,0.177,2.891,0.208215022,0.316730169
HAUS8,-0.177,0.177,2.771,0.2155824,0.325471832
RNF216P1,-0.177,0.177,3.66,0.215748778,0.325679297
PSMD5,-0.177,0.177,5.316,0.224912948,0.336397262
STK39,-0.177,0.177,4.56,0.256241397,0.3724746
NPRL3,0.177,0.177,3.366,0.27880478,0.397570349
TBL1XR1,0.177,0.177,6.981,0.337923679,0.460920521
NAALADL1,-0.177,0.177,1.79,0.356178538,0.479538351
ZNF260,0.177,0.177,3.215,0.423752627,0.547194024
UGT2A1,0.177,0.177,-3.27,0.928330296,0.963480477
ZSCAN1,0.177,0.177,-3.597,1,1
MIR5189,-0.177,0.177,-3.56,1,1
CELF1,0.176,0.176,6.519,0.060924849,0.119034199
RPL19,-0.176,0.176,10.363,0.086299449,0.157322678
TIMM8B,-0.176,0.176,5.583,0.096480872,0.17236281
YEATS2,0.176,0.176,6.216,0.144106531,0.237270711
TAGLN2,-0.176,0.176,9.912,0.156227322,0.252796037
MTMR9,-0.176,0.176,4.721,0.161514588,0.259410605
BCL2L2,-0.176,0.176,4.399,0.164870569,0.263633502
MRPL11,-0.176,0.176,5.783,0.219514091,0.330012094
NBPF3,-0.176,0.176,3.422,0.230237356,0.342674604
CKS2,-0.176,0.176,5.304,0.233744946,0.346626456
SLC5A6,-0.176,0.176,4.094,0.242431333,0.35650641
SERPINB8,0.176,0.176,5.337,0.260949669,0.377585371
PMS2P3,0.176,0.176,1.989,0.263863843,0.380364388
TAF1B,-0.176,0.176,3.614,0.266455388,0.383289497
CBFA2T2,0.176,0.176,3.31,0.291129407,0.411197258
PAQR3,0.176,0.176,3.844,0.295770561,0.41637801
FAM214A,0.176,0.176,2.74,0.299533807,0.420622738
RAET1E,-0.176,0.176,2.699,0.319966083,0.442981481
USP21,0.176,0.176,2.665,0.337449889,0.460526405
C6orf223,-0.176,0.176,3.192,0.398922563,0.522998734
TMEM81,-0.176,0.176,-0.27,0.551437936,0.665429587
PIGS,-0.175,0.175,5.11,0.092456951,0.166456554
SKIL,0.175,0.175,5.544,0.100666101,0.178081603
MCU,-0.175,0.175,5.291,0.116856995,0.200729153
MTMR14,-0.175,0.175,5.164,0.133588577,0.223080723
COLGALT1,-0.175,0.175,7.099,0.135971629,0.226320867
MRPL54,-0.175,0.175,5.167,0.153346081,0.249011628
ACVR1,-0.175,0.175,3.951,0.15388266,0.249631218
NEIL3,-0.175,0.175,2.632,0.16935719,0.269466746
ARNT,-0.175,0.175,4.987,0.171191255,0.271775384
COX10,0.175,0.175,3.457,0.179706316,0.282160869
STX5,-0.175,0.175,5.272,0.214135537,0.3238962
PRMT7,-0.175,0.175,4.406,0.229194757,0.341552275
SETD6,-0.175,0.175,2.601,0.253190186,0.368838619
SECISBP2,0.175,0.175,4.225,0.294790022,0.415265347
ZNF625,0.175,0.175,1.906,0.298659993,0.41963147
SH3BP1,0.175,0.175,5.936,0.315510645,0.438239419
DUSP12,-0.175,0.175,3.588,0.339038943,0.461853547
KCTD6,-0.175,0.175,1.76,0.369015377,0.492926349
WDR5B,0.175,0.175,1.858,0.372895177,0.496575389
METTL27,0.175,0.175,1.941,0.408857064,0.533003807
SLX1B-SULT1A4,0.175,0.175,0.92,0.427157971,0.550297101
NR6A1,0.175,0.175,1.112,0.444516861,0.566977046
TRPV4,-0.175,0.175,1.639,0.577275254,0.688798268
GIPR,-0.175,0.175,0.524,0.582997616,0.693504463
DYDC2,0.175,0.175,-2.476,0.652022514,0.752722393
MUC17,-0.175,0.175,-1.588,0.924124206,0.960290996
EIF4A1,-0.174,0.174,10.435,0.064826311,0.125141609
RPL27,-0.174,0.174,9.51,0.086238302,0.157223951
DRAP1,-0.174,0.174,7.018,0.11521816,0.198425473
GPR108,-0.174,0.174,5.543,0.174666792,0.275885217
H3F3B,-0.174,0.174,8.547,0.182917678,0.286124516
BBX,0.174,0.174,5.603,0.192786894,0.298264054
C2orf49,-0.174,0.174,3.775,0.196219404,0.302482267
HSCB,0.174,0.174,2.819,0.214277285,0.324080806
TNFRSF1A,-0.174,0.174,6.421,0.234909798,0.34792514
ZFAS1,-0.174,0.174,6.767,0.244962997,0.359289711
NOC4L,-0.174,0.174,4.424,0.278474094,0.397199526
ZNF175,0.174,0.174,2.467,0.28372823,0.402752626
DHTKD1,-0.174,0.174,5.256,0.318900524,0.441859828
DSG2,-0.174,0.174,7.61,0.352357329,0.475589357
PPP1R2,-0.174,0.174,5.155,0.375924715,0.499905541
ORMDL1,-0.174,0.174,3.983,0.383691712,0.507736306
KLF11,-0.174,0.174,2.889,0.389595492,0.513795474
SGSH,-0.174,0.174,2.245,0.412508832,0.536302752
ZNF417,-0.174,0.174,2.658,0.424326042,0.547621146
ZNF865,0.174,0.174,1.079,0.442176731,0.564889187
LEMD1,-0.174,0.174,-0.171,0.575320982,0.68695225
CXCR6,0.174,0.174,-1.13,0.653925552,0.754257327
PLA2G10,-0.174,0.174,-2.354,0.66457909,0.763390409
LOC101928288,0.174,0.174,-2.21,0.782275161,0.855992845
MTG1,-0.173,0.173,4.578,0.091736589,0.165490806
DNAJB6,0.173,0.173,6.904,0.119072261,0.203678857
EMC10,-0.173,0.173,6.115,0.123316548,0.209173136
C19orf43,-0.173,0.173,6.615,0.133019208,0.222261943
CCDC66,0.173,0.173,2.998,0.159204001,0.256638235
NDFIP2,-0.173,0.173,6.528,0.167278906,0.266631504
SLC25A16,-0.173,0.173,4.017,0.178593259,0.280864185
TMEM150A,0.173,0.173,2.813,0.179112532,0.281437835
MFHAS1,0.173,0.173,4.348,0.184653947,0.288259063
KCNJ15,-0.173,0.173,5.796,0.188650265,0.293310605
NDUFA1,-0.173,0.173,6.053,0.197692882,0.304201157
TMEM222,0.173,0.173,4.927,0.202005592,0.309333556
SDHAP1,0.173,0.173,2.269,0.238119171,0.351290594
RNGTT,-0.173,0.173,4.569,0.257697046,0.374039879
TCEAL4,-0.173,0.173,4.1,0.282167708,0.400891673
PLAT,0.173,0.173,4.212,0.297725299,0.41865817
CBWD2,-0.173,0.173,3.627,0.304244599,0.42542394
SLC9B2,-0.173,0.173,3.638,0.316552179,0.439236857
C11orf57,-0.173,0.173,4.699,0.357954653,0.481439697
LOC101927905,0.173,0.173,0.513,0.403137259,0.527417592
NYNRIN,-0.173,0.173,5.486,0.44128131,0.564001172
ALKBH8,-0.173,0.173,2.872,0.481810811,0.601615283
TRMT10A,-0.173,0.173,2.657,0.487494666,0.606556952
KBTBD3,-0.173,0.173,1.574,0.576330878,0.688006798
ZNF280B,0.173,0.173,-0.569,0.583429025,0.693797484
FAM78A,-0.173,0.173,-0.464,0.621257349,0.725773661
LOC101927620,0.173,0.173,-1.856,0.685812728,0.780378616
GLIS1,0.173,0.173,-3.269,1,1
DHDDS,-0.172,0.172,5.312,0.083637726,0.15347799
DNAJA3,-0.172,0.172,4.958,0.098752977,0.175446442
MRRF,-0.172,0.172,5.045,0.100286339,0.177564833
ATIC,0.172,0.172,4.245,0.19629993,0.302554515
POMT2,-0.172,0.172,4.056,0.221556419,0.332393742
HARBI1,-0.172,0.172,1.94,0.228485817,0.340608629
FBXW5,-0.172,0.172,6.642,0.231458885,0.343936624
TMEM242,-0.172,0.172,3.786,0.232613319,0.345312561
ASB6,-0.172,0.172,4.853,0.234374829,0.347384426
HCCS,-0.172,0.172,4.618,0.247092785,0.361658809
ORC4,-0.172,0.172,4.44,0.255156398,0.371166582
TSGA10,0.172,0.172,0.494,0.386310858,0.510387345
ODF2L,-0.172,0.172,4.058,0.393609608,0.517935254
GNG10,-0.172,0.172,4.839,0.406641648,0.531075598
LRFN3,0.172,0.172,2.27,0.451156047,0.573299538
GPR143,0.172,0.172,-0.103,0.472614524,0.593141074
MAK16,0.172,0.172,5.064,0.506087356,0.623619147
FKBP7,-0.172,0.172,0.596,0.510953903,0.628079324
LINC01134,0.172,0.172,-0.973,0.617349898,0.722635124
MIR1290,0.172,0.172,-3.118,0.921720939,0.958763694
RFWD3,0.171,0.171,5.678,0.070576809,0.134052488
UBE2E2,0.171,0.171,4.469,0.113918895,0.196567992
MTA2,-0.171,0.171,7.733,0.117739831,0.201890612
DPP8,0.171,0.171,4.954,0.127497632,0.214871627
MACF1,0.171,0.171,8.026,0.150899433,0.245944207
MGAT1,-0.171,0.171,7.085,0.158879942,0.256240331
RNASEH2C,-0.171,0.171,4.374,0.188468074,0.293053849
SMIM4,-0.171,0.171,2.94,0.214513378,0.324315044
ZDHHC17,0.171,0.171,3.758,0.260013364,0.376475038
TMEM173,0.171,0.171,4.935,0.266230192,0.38301455
ACP1,-0.171,0.171,5.478,0.273703722,0.391761748
APBB3,0.171,0.171,1.282,0.332289791,0.455334592
EEFSEC,0.171,0.171,3.232,0.353878437,0.47721289
PIGW,0.171,0.171,1.904,0.459050983,0.580739902
LOC729970,-0.171,0.171,-0.467,0.580652065,0.69162878
CYFIP2,-0.171,0.171,0.974,0.602425979,0.709857771
CD3EAP,-0.171,0.171,4.583,0.665673754,0.764128513
MIR3174,-0.171,0.171,-2.964,0.718365422,0.805939499
LINC01315,0.171,0.171,-2.766,0.72226382,0.80843111
KPNA6,0.17,0.17,7.016,0.054913153,0.109437058
ABCC5,-0.17,0.17,4.433,0.103588569,0.182367818
MRPL53,-0.17,0.17,4.477,0.110806629,0.192393291
EDEM2,-0.17,0.17,5.129,0.113865556,0.196512852
ATP5J2,-0.17,0.17,6.813,0.121990516,0.207455821
MBD3,-0.17,0.17,5.933,0.128072734,0.215695389
PEA15,0.17,0.17,7.391,0.14494049,0.238317716
ANKRD12,0.17,0.17,3.621,0.14882212,0.243263599
AGAP3,-0.17,0.17,6.093,0.182149971,0.285242242
TOMM40,-0.17,0.17,6.556,0.217936534,0.328144901
SYNJ2BP,0.17,0.17,4.56,0.229356862,0.341675772
AP4S1,0.17,0.17,2.899,0.244465362,0.358722449
GCNT2,0.17,0.17,2.759,0.252715373,0.368354234
SLC35E3,-0.17,0.17,3.82,0.28127847,0.400015051
ALG6,-0.17,0.17,2.998,0.297066896,0.417889088
IL17RC,-0.17,0.17,4.275,0.302185643,0.423210428
ZBTB7B,-0.17,0.17,5.281,0.335324022,0.458225654
VAPB,-0.17,0.17,5.169,0.353506258,0.476876325
SEC11C,-0.17,0.17,3.883,0.393962303,0.518248532
NOP58,0.17,0.17,4.832,0.4144865,0.538233851
ACYP1,-0.17,0.17,1.612,0.431211224,0.554344012
DPF1,-0.17,0.17,0.924,0.442341161,0.565035064
FAM9C,-0.17,0.17,0.12,0.499294639,0.617176028
SAMD13,0.17,0.17,-0.94,0.503786457,0.62160102
C9orf43,0.17,0.17,-0.272,0.526628459,0.642767924
GS1-124K5.4,-0.17,0.17,-0.21,0.568962522,0.68145828
LINC00683,-0.17,0.17,-1.558,0.615310004,0.720885124
MIR548U,0.17,0.17,-3.661,1,1
LOC101928797,-0.17,0.17,-3.492,1,1
MRPS11,-0.169,0.169,5.062,0.125886894,0.212746864
UGGT2,0.169,0.169,3.923,0.126744338,0.213890581
CNOT11,-0.169,0.169,5.439,0.139669445,0.231277711
LYRM4,-0.169,0.169,4.777,0.141632255,0.234027431
SPTLC1,-0.169,0.169,5.755,0.180900043,0.283560097
CEP104,-0.169,0.169,4.684,0.186066112,0.29002072
CNOT6L,0.169,0.169,4.178,0.198672743,0.305249494
TMEM175,0.169,0.169,2.267,0.333369949,0.456203267
TECR,0.169,0.169,6.047,0.345155966,0.468336555
DCK,-0.169,0.169,3.638,0.379281134,0.503261829
GBGT1,-0.169,0.169,2.002,0.473034455,0.593555981
CABLES1,-0.169,0.169,0.624,0.550916223,0.66497841
LOC154761,-0.169,0.169,1.784,0.5784461,0.689619567
MAPKAPK2,-0.168,0.168,6.308,0.118720505,0.203200791
CDH13,-0.168,0.168,6.283,0.166664898,0.265858603
