adj.P.Val,P.Value,t,B,logFC,adjLFC,GENE_SYMBOL,Gene.title
0.714,0.516,-0.651,-6.65994,-0.0358,0.0358,PAQR4,progestin and adipoQ receptor family member 4
0.714,0.516,-0.65,-6.660279,-0.108,0.108,PGAM1P4,phosphoglycerate mutase 1 pseudogene 4
0.715,0.517,-0.649,-6.661136,-0.0906,0.0906,CPA4,carboxypeptidase A4
0.715,0.517,-0.649,-6.661097,-0.024,0.024,GNB1,G protein subunit beta 1
0.715,0.517,-0.65,-6.430902,-0.101,0.101,HAPLN2,hyaluronan and proteoglycan link protein 2
0.715,0.517,0.652,-6.09449,0.119,0.119,KRTAP3-2,keratin associated protein 3-2
0.716,0.518,0.648,-6.661875,0.0811,0.0811,ASB2,ankyrin repeat and SOCS box containing 2
0.716,0.518,-0.65,-6.096267,-0.107,0.107,CSDC2,cold shock domain containing C2
0.716,0.517,-0.649,-6.431465,-0.0986,0.0986,FCAR,Fc fragment of IgA receptor
0.716,0.519,-0.649,-6.096563,-0.153,0.153,IGLL5///CYAT1///IGLV3-21,immunoglobulin lambda like polypeptide 5///immunoglobulin lambda light chain-like///immunoglobulin lambda variable 3-21
0.716,0.518,-0.647,-6.662614,-0.0608,0.0608,KLF16,Kruppel like factor 16
0.716,0.518,-0.647,-6.662368,-0.0345,0.0345,LINC01088,long intergenic non-protein coding RNA 1088
0.716,0.518,-0.648,-6.661653,-0.0463,0.0463,MYL7,myosin light chain 7
0.716,0.518,0.648,-6.661698,0.0277,0.0277,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8
0.716,0.518,-0.648,-6.66202,-0.0543,0.0543,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1
0.716,0.518,-0.648,-6.662054,-0.0677,0.0677,TMEM178B,transmembrane protein 178B
0.716,0.517,0.649,-6.661512,0.0846,0.0846,VCX3A,"variable charge, X-linked 3A"
0.716,0.518,-0.648,-6.661928,-0.127,0.127,XRCC6P5,X-ray repair cross complementing 6 pseudogene 5
0.717,0.519,-0.645,-6.66354,-0.071,0.071,CXCL5,C-X-C motif chemokine ligand 5
0.717,0.52,-0.645,-6.663939,-0.0302,0.0302,ECHDC1,ethylmalonyl-CoA decarboxylase 1
0.717,0.519,-0.646,-6.663007,-0.0248,0.0248,GPR153,G protein-coupled receptor 153
0.717,0.52,0.645,-6.663639,0.0225,0.0225,LAMC1,laminin subunit gamma 1
0.717,0.519,-0.645,-6.663589,-0.0259,0.0259,LUC7L2,"LUC7 like 2, pre-mRNA splicing factor"
0.717,0.519,0.645,-6.66358,0.0702,0.0702,MCOLN1,mucolipin 1
0.717,0.519,-0.646,-6.663464,-0.0518,0.0518,ZNRF2P1,zinc and ring finger 2 pseudogene 1
0.718,0.52,0.644,-6.66435,0.0395,0.0395,BARD1,BRCA1 associated RING domain 1
0.718,0.52,-0.644,-6.66442,-0.0915,0.0915,BEX5,brain expressed X-linked 5
0.718,0.52,0.644,-6.664528,0.0472,0.0472,CD3G,CD3g molecule
0.718,0.52,-0.644,-6.664401,-0.0656,0.0656,GLIPR2,GLI pathogenesis related 2
0.718,0.521,0.643,-6.665028,0.0285,0.0285,PARD6A,par-6 family cell polarity regulator alpha
0.718,0.52,-0.644,-6.664441,-0.0682,0.0682,PAX6,paired box 6
0.718,0.521,0.643,-6.664825,0.034,0.034,SLC25A42,solute carrier family 25 member 42
0.718,0.52,-0.644,-6.664316,-0.0527,0.0527,TNNT1,"troponin T1, slow skeletal type"
0.718,0.521,0.643,-6.665061,0.0675,0.0675,WNK4,WNK lysine deficient protein kinase 4
0.719,0.522,0.642,-6.66577,0.0517,0.0517,ACOT2,acyl-CoA thioesterase 2
0.719,0.522,0.642,-6.665601,0.0741,0.0741,AP3B2,adaptor related protein complex 3 beta 2 subunit
0.719,0.522,-0.642,-6.665654,-0.0437,0.0437,CCDC142,coiled-coil domain containing 142
0.719,0.521,-0.642,-6.665547,-0.152,0.152,DCST1,DC-STAMP domain containing 1
0.719,0.522,0.642,-6.665623,0.0134,0.0134,DERL1,derlin 1
0.719,0.521,-0.643,-6.665386,-0.0625,0.0625,G6PD,glucose-6-phosphate dehydrogenase
0.719,0.522,-0.644,-6.099963,-0.11,0.11,GRK1,G protein-coupled receptor kinase 1
0.719,0.522,0.642,-6.665595,0.0631,0.0631,SLC16A9,solute carrier family 16 member 9
0.719,0.521,0.643,-6.665364,0.0716,0.0716,SLITRK1,SLIT and NTRK like family member 1
0.719,0.521,0.642,-6.665583,0.1,0.1,TMPRSS11A,"transmembrane protease, serine 11A"
0.719,0.521,0.643,-6.665391,0.0416,0.0416,TPRG1-AS1,TPRG1 antisense RNA 1
0.72,0.523,0.639,-6.667445,0.0795,0.0795,BARHL1,BarH like homeobox 1
0.72,0.523,-0.639,-6.667504,-0.026,0.026,H2AFY,H2A histone family member Y
0.72,0.523,-0.639,-6.667457,-0.0916,0.0916,HOXD1,homeobox D1
0.72,0.523,-0.64,-6.666676,-0.0226,0.0226,IDH3G,isocitrate dehydrogenase 3 (NAD(+)) gamma
0.72,0.523,0.64,-6.667067,0.0236,0.0236,MAP3K3,mitogen-activated protein kinase kinase kinase 3
0.72,0.523,0.64,-6.667303,0.0606,0.0606,MORC1,MORC family CW-type zinc finger 1
0.72,0.523,-0.64,-6.437259,-0.0752,0.0752,MPZ,myelin protein zero
0.72,0.523,0.641,-6.666625,0.0598,0.0598,MVB12B,multivesicular body subunit 12B
0.72,0.523,-0.639,-6.667399,-0.0498,0.0498,SERPINB5,serpin family B member 5
0.72,0.523,-0.64,-6.667151,-0.0227,0.0227,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand
0.721,0.524,-0.638,-6.668392,-0.0233,0.0233,ATP6V1B2,ATPase H+ transporting V1 subunit B2
0.721,0.524,0.639,-6.667756,0.053,0.053,BCAR4,breast cancer anti-estrogen resistance 4 (non-protein coding)
0.721,0.524,-0.638,-6.668409,-0.0488,0.0488,GPR150,G protein-coupled receptor 150
0.721,0.524,-0.639,-6.667791,-0.0697,0.0697,MYOM2,myomesin 2
0.721,0.524,0.638,-6.668367,0.0147,0.0147,PIGM,phosphatidylinositol glycan anchor biosynthesis class M
0.722,0.526,-0.636,-6.669791,-0.0714,0.0714,ACTA2,"actin, alpha 2, smooth muscle, aorta"
0.722,0.525,0.636,-6.669455,0.029,0.029,ARHGEF4,Rho guanine nucleotide exchange factor 4
0.722,0.526,-0.636,-6.669548,-0.048,0.048,ASPHD1,aspartate beta-hydroxylase domain containing 1
0.722,0.525,0.637,-6.669035,0.0588,0.0588,ATP6V0A4,ATPase H+ transporting V0 subunit a4
0.722,0.525,0.637,-6.66898,0.049,0.049,C15orf52,chromosome 15 open reading frame 52
0.722,0.525,-0.637,-6.668861,-0.0565,0.0565,DLEC1,deleted in lung and esophageal cancer 1
0.722,0.526,0.638,-6.100655,0.103,0.103,EGFR-AS1,EGFR antisense RNA 1
0.722,0.526,-0.635,-6.669955,-0.0483,0.0483,ESPNL,espin-like
0.722,0.525,-0.637,-6.669143,-0.0659,0.0659,LINC00311,long intergenic non-protein coding RNA 311
0.722,0.525,0.636,-6.669265,0.0343,0.0343,LINC00472,long intergenic non-protein coding RNA 472
0.722,0.525,-0.637,-6.669188,-0.0592,0.0592,LOC388242,SAGA complex associated factor 29 pseudogene
0.722,0.526,0.636,-6.483759,0.0565,0.0565,OR6W1P,olfactory receptor family 6 subfamily W member 1 pseudogene
0.722,0.526,0.635,-6.669922,0.0203,0.0203,PRDM10,PR/SET domain 10
0.722,0.526,-0.635,-6.670139,-0.0354,0.0354,RNASEH1-AS1,RNASEH1 antisense RNA 1
0.722,0.526,-0.635,-6.669895,-0.0392,0.0392,SERTAD4,SERTA domain containing 4
0.722,0.526,-0.636,-6.669683,-0.0438,0.0438,SMR3A,submaxillary gland androgen regulated protein 3A
0.722,0.525,0.637,-6.66901,0.0209,0.0209,THAP4,THAP domain containing 4
0.722,0.525,-0.636,-6.669488,-0.0206,0.0206,UCHL5,ubiquitin C-terminal hydrolase L5
0.722,0.525,0.637,-6.66917,0.0318,0.0318,ZNF343,zinc finger protein 343
0.723,0.528,0.632,-6.671933,0.053,0.053,ACOT1,acyl-CoA thioesterase 1
0.723,0.526,0.635,-6.670384,0.0517,0.0517,CLDN4,claudin 4
0.723,0.527,0.633,-6.671425,0.0609,0.0609,DAB2,"DAB2, clathrin adaptor protein"
0.723,0.527,0.636,-6.104674,0.119,0.119,DOK2,docking protein 2
0.723,0.527,0.634,-6.670964,0.0301,0.0301,EHF,ETS homologous factor
0.723,0.528,-0.633,-6.67158,-0.0226,0.0226,HINFP,histone H4 transcription factor
0.723,0.527,-0.635,-6.440483,-0.102,0.102,KRTAP1-5,keratin associated protein 1-5
0.723,0.527,0.634,-6.670961,0.0415,0.0415,LOC148709,actin pseudogene
0.723,0.527,-0.634,-6.670747,-0.0584,0.0584,MGC45922,uncharacterized LOC284365
0.723,0.527,-0.634,-6.670975,-0.0208,0.0208,MKRN2,makorin ring finger protein 2
0.723,0.527,0.634,-6.670731,0.0286,0.0286,NOMO1,NODAL modulator 1
0.723,0.527,-0.634,-6.670975,-0.0762,0.0762,PDPN,podoplanin
0.723,0.527,0.633,-6.671277,0.0229,0.0229,PMVK,phosphomevalonate kinase
0.723,0.527,-0.633,-6.671327,-0.0529,0.0529,PODXL2,podocalyxin like 2
0.723,0.527,0.634,-6.670491,0.0608,0.0608,POLE2,"DNA polymerase epsilon 2, accessory subunit"
0.723,0.527,0.633,-6.671195,0.0305,0.0305,RPAIN,RPA interacting protein
0.723,0.528,0.633,-6.671535,0.0261,0.0261,RPUSD4,RNA pseudouridylate synthase domain containing 4
0.723,0.527,0.633,-6.67137,0.0235,0.0235,SLC38A1,solute carrier family 38 member 1
0.723,0.528,0.632,-6.671755,0.0398,0.0398,SMC4,structural maintenance of chromosomes 4
0.723,0.527,0.637,-6.104494,0.103,0.103,SYCP3,synaptonemal complex protein 3
0.723,0.528,-0.635,-6.102832,-0.157,0.157,TMPRSS11F,"transmembrane protease, serine 11F"
0.723,0.528,0.633,-6.671486,0.0224,0.0224,VWA8,von Willebrand factor A domain containing 8
0.723,0.527,0.634,-6.670549,0.054,0.054,XKRX,"XK related, X-linked"
0.724,0.529,-0.63,-6.673181,-0.0478,0.0478,ADAM33,ADAM metallopeptidase domain 33
0.724,0.529,0.631,-6.672709,0.0838,0.0838,CLCA4,chloride channel accessory 4
0.724,0.529,-0.631,-6.67275,-0.0609,0.0609,CRABP1,cellular retinoic acid binding protein 1
0.724,0.529,0.634,-6.106158,0.105,0.105,EHMT1-IT1,EHMT1 intronic transcript 1
0.724,0.529,0.631,-6.672663,0.0926,0.0926,KCNK15,potassium two pore domain channel subfamily K member 15
0.724,0.529,-0.631,-6.672699,-0.0384,0.0384,LOC105375800,chromosome 12 open reading frame 49 pseudogene
0.724,0.529,-0.63,-6.672998,-0.0244,0.0244,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha
0.724,0.528,-0.632,-6.672264,-0.0276,0.0276,SF3B3,splicing factor 3b subunit 3
0.724,0.528,-0.632,-6.672106,-0.0331,0.0331,TEX261,testis expressed 261
0.725,0.531,0.631,-6.105548,0.0872,0.0872,ARC,activity regulated cytoskeleton associated protein
0.725,0.531,-0.628,-6.674597,-0.055,0.055,ARMCX2,"armadillo repeat containing, X-linked 2"
0.725,0.531,-0.628,-6.674661,-0.0548,0.0548,CFD,complement factor D
0.725,0.53,0.629,-6.673987,0.0265,0.0265,CPNE1,copine 1
0.725,0.53,-0.628,-6.674273,-0.0348,0.0348,FUOM,fucose mutarotase
0.725,0.531,-0.629,-6.444373,-0.107,0.107,HAND1,heart and neural crest derivatives expressed 1
0.725,0.53,-0.63,-6.673602,-0.0555,0.0555,HRG,histidine rich glycoprotein
0.725,0.53,-0.629,-6.674212,-0.0303,0.0303,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
0.725,0.53,-0.63,-6.673602,-0.0371,0.0371,LOC101926940,uncharacterized LOC101926940
0.725,0.53,-0.63,-6.443651,-0.0752,0.0752,LOC653581,uncharacterized LOC653581
0.725,0.529,0.63,-6.673328,0.0857,0.0857,MICA,MHC class I polypeptide-related sequence A
0.725,0.53,0.629,-6.674206,0.0482,0.0482,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
0.725,0.53,-0.629,-6.673618,-0.0242,0.0242,NPRL2,"NPR2-like, GATOR1 complex subunit"
0.725,0.53,-0.63,-6.488719,-0.0983,0.0983,NPY6R,neuropeptide Y receptor Y6 (pseudogene)
0.725,0.53,-0.63,-6.673575,-0.021,0.021,SDHAF1,succinate dehydrogenase complex assembly factor 1
0.725,0.53,-0.629,-6.67414,-0.0315,0.0315,SELT,selenoprotein T
0.725,0.531,0.628,-6.674553,0.0386,0.0386,SULT1A2,sulfotransferase family 1A member 2
0.725,0.53,0.629,-6.674142,0.0295,0.0295,ZNF329,zinc finger protein 329
0.726,0.532,0.626,-6.675577,0.0346,0.0346,EMC3-AS1,EMC3 antisense RNA 1
0.726,0.531,0.628,-6.489149,0.0502,0.0502,PCSK6,proprotein convertase subtilisin/kexin type 6
0.726,0.532,-0.627,-6.675457,-0.0591,0.0591,VTN,vitronectin
0.727,0.533,-0.625,-6.676634,-0.0478,0.0478,BSND,barttin CLCNK type accessory beta subunit
0.727,0.532,0.626,-6.675741,0.0573,0.0573,C17orf99,chromosome 17 open reading frame 99
0.727,0.533,-0.625,-6.67643,-0.0202,0.0202,FAM185A,family with sequence similarity 185 member A
0.727,0.533,-0.627,-6.11037,-0.144,0.144,GJD2,gap junction protein delta 2
0.727,0.533,-0.625,-6.676584,-0.05,0.05,HRASLS5,HRAS like suppressor family member 5
0.727,0.533,-0.624,-6.676745,-0.0612,0.0612,LINC00304,long intergenic non-protein coding RNA 304
0.727,0.532,0.627,-6.445685,0.0621,0.0621,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1
0.727,0.532,0.626,-6.675969,0.0409,0.0409,SLC6A8,solute carrier family 6 member 8
0.727,0.533,0.625,-6.6764,0.0341,0.0341,SYBU,syntabulin
0.727,0.533,-0.625,-6.676506,-0.0294,0.0294,TLR6,toll like receptor 6
0.728,0.534,-0.623,-6.677538,-0.0265,0.0265,CIDEC,cell death inducing DFFA like effector c
0.728,0.534,0.624,-6.67721,0.0192,0.0192,CMTM8,CKLF like MARVEL transmembrane domain containing 8
0.728,0.534,0.623,-6.677372,0.0525,0.0525,CYP4A11,cytochrome P450 family 4 subfamily A member 11
0.728,0.534,-0.624,-6.677171,-0.0244,0.0244,FDX1,ferredoxin 1
0.728,0.534,-0.623,-6.677794,-0.0213,0.0213,STRA13,stimulated by retinoic acid 13
0.729,0.535,-0.621,-6.678915,-0.022,0.022,ASF1A,anti-silencing function 1A histone chaperone
0.729,0.535,0.622,-6.678455,0.0341,0.0341,FKBPL,FK506 binding protein like
0.729,0.534,-0.622,-6.678001,-0.0517,0.0517,HBA2,hemoglobin subunit alpha 2
0.729,0.535,-0.622,-6.678257,-0.0321,0.0321,IGLON5,IgLON family member 5
0.729,0.534,0.622,-6.678035,0.0367,0.0367,MINPP1,multiple inositol-polyphosphate phosphatase 1
0.729,0.534,-0.625,-6.111639,-0.105,0.105,PRR30,proline rich 30
0.729,0.535,0.621,-6.678798,0.0236,0.0236,SSR2,signal sequence receptor subunit 2
0.729,0.535,-0.622,-6.67824,-0.0597,0.0597,ZNF660,zinc finger protein 660
0.73,0.536,0.62,-6.679391,0.0601,0.0601,ACSBG2,acyl-CoA synthetase bubblegum family member 2
0.73,0.537,-0.619,-6.680199,-0.0322,0.0322,ARF5,ADP ribosylation factor 5
0.73,0.536,-0.619,-6.679823,-0.0257,0.0257,ASPH,aspartate beta-hydroxylase
0.73,0.536,0.62,-6.679471,0.184,0.184,CADM1,cell adhesion molecule 1
0.73,0.537,-0.619,-6.68006,-0.0215,0.0215,ELOF1,elongation factor 1 homolog
0.73,0.535,-0.621,-6.678953,-0.0236,0.0236,EMC7,ER membrane protein complex subunit 7
0.73,0.536,0.621,-6.679084,0.0811,0.0811,GPR20,G protein-coupled receptor 20
0.73,0.537,-0.619,-6.680009,-0.0629,0.0629,GVINP1,"GTPase, very large interferon inducible pseudogene 1"
0.73,0.537,0.619,-6.680166,0.0277,0.0277,L3MBTL3,l(3)mbt-like 3 (Drosophila)
0.73,0.536,-0.62,-6.679555,-0.0569,0.0569,LINC00302,long intergenic non-protein coding RNA 302
0.73,0.537,-0.619,-6.68024,-0.0594,0.0594,MMP17,matrix metallopeptidase 17
0.73,0.536,0.62,-6.679537,0.026,0.026,MRPL9,mitochondrial ribosomal protein L9
0.73,0.536,-0.621,-6.679082,-0.0415,0.0415,NTPCR,"nucleoside-triphosphatase, cancer-related"
0.73,0.536,0.62,-6.679216,0.0562,0.0562,PGLYRP3,peptidoglycan recognition protein 3
0.73,0.536,-0.619,-6.679841,-0.0796,0.0796,POMC,proopiomelanocortin
0.73,0.536,-0.623,-6.110113,-0.151,0.151,PTGS1,prostaglandin-endoperoxide synthase 1
0.73,0.537,-0.619,-6.68015,-0.0256,0.0256,WDR73,WD repeat domain 73
0.731,0.538,0.617,-6.681341,0.0846,0.0846,ATP6AP1,ATPase H+ transporting accessory protein 1
0.731,0.538,-0.617,-6.681382,-0.0595,0.0595,CLEC10A,C-type lectin domain family 10 member A
0.731,0.537,0.618,-6.680748,0.0323,0.0323,CLTCL1,clathrin heavy chain like 1
0.731,0.538,-0.617,-6.681095,-0.0257,0.0257,CSTF2,cleavage stimulation factor subunit 2
0.731,0.538,-0.616,-6.681751,-0.045,0.045,LINC00483,long intergenic non-protein coding RNA 483
0.731,0.537,0.618,-6.680771,0.0328,0.0328,MVK,mevalonate kinase
0.731,0.538,-0.616,-6.681719,-0.0444,0.0444,OLFML1,olfactomedin like 1
0.731,0.537,0.618,-6.680822,0.0289,0.0289,PRX,periaxin
0.731,0.538,0.616,-6.681749,0.0725,0.0725,STC1,stanniocalcin 1
0.731,0.538,0.616,-6.681745,0.0269,0.0269,ZNF630,zinc finger protein 630
0.732,0.539,0.616,-6.682035,0.0233,0.0233,35854,mitochondrial amidoxime reducing component 2
0.732,0.539,-0.615,-6.682318,-0.0289,0.0289,APLP2,amyloid beta precursor like protein 2
0.732,0.539,0.616,-6.497502,0.0707,0.0707,B3GALT2,"beta-1,3-galactosyltransferase 2"
0.732,0.539,0.615,-6.682324,0.0347,0.0347,CARMIL3,capping protein regulator and myosin 1 linker 3
0.732,0.539,0.616,-6.682205,0.0418,0.0418,GANAB,glucosidase II alpha subunit
0.732,0.539,0.616,-6.682083,0.0414,0.0414,GUSBP3,"glucuronidase, beta pseudogene 3"
0.732,0.539,0.615,-6.682424,0.0476,0.0476,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1
0.732,0.539,0.615,-6.682259,0.0669,0.0669,LOC284072,uncharacterized LOC284072
0.732,0.539,0.615,-6.682376,0.0458,0.0458,LOC399815,chromosome 10 open reading frame 88 pseudogene
0.732,0.539,0.616,-6.682231,0.0214,0.0214,STK39,serine/threonine kinase 39
0.733,0.541,0.613,-6.683779,0.0433,0.0433,AP1B1,adaptor related protein complex 1 beta 1 subunit
0.733,0.541,-0.613,-6.683928,-0.0591,0.0591,CNR2,cannabinoid receptor 2
0.733,0.54,-0.613,-6.683498,-0.07,0.07,CSHL1,chorionic somatomammotropin hormone like 1
0.733,0.54,0.613,-6.68359,0.0236,0.0236,EXO5,exonuclease 5
0.733,0.54,0.613,-6.683494,0.0416,0.0416,LINC01137,long intergenic non-protein coding RNA 1137
0.733,0.54,-0.613,-6.683564,-0.028,0.028,SLC22A15,solute carrier family 22 member 15
0.733,0.54,0.614,-6.453415,0.101,0.101,TRPC7,transient receptor potential cation channel subfamily C member 7
0.733,0.54,-0.614,-6.683289,-0.0258,0.0258,TUFM,"Tu translation elongation factor, mitochondrial"
0.734,0.542,-0.611,-6.685061,-0.0544,0.0544,C7orf34,chromosome 7 open reading frame 34
0.734,0.541,-0.612,-6.684561,-0.0317,0.0317,CCDC66,coiled-coil domain containing 66
0.734,0.541,-0.612,-6.684411,-0.0219,0.0219,CCDC90B,coiled-coil domain containing 90B
0.734,0.542,-0.611,-6.685236,-0.0555,0.0555,GIP,gastric inhibitory polypeptide
0.734,0.541,-0.612,-6.684349,-0.0194,0.0194,HMGN2P46,high mobility group nucleosomal binding domain 2 pseudogene 46
0.734,0.542,0.611,-6.68494,0.037,0.037,KLHDC8B,kelch domain containing 8B
0.734,0.541,0.613,-6.454302,0.074,0.074,LINC00202-1,long intergenic non-protein coding RNA 202-1
0.734,0.541,-0.612,-6.684395,-0.0537,0.0537,LINC01158,long intergenic non-protein coding RNA 1158
0.734,0.541,-0.612,-6.684319,-0.029,0.029,LOC101927178,uncharacterized LOC101927178
0.734,0.541,0.612,-6.684324,0.043,0.043,MASP2,mannan binding lectin serine peptidase 2
0.734,0.542,-0.611,-6.685035,-0.0247,0.0247,MRPL19,mitochondrial ribosomal protein L19
0.734,0.542,0.611,-6.684787,0.0284,0.0284,NECAP1,NECAP endocytosis associated 1
0.734,0.542,-0.61,-6.685368,-0.0401,0.0401,OPRD1,opioid receptor delta 1
0.734,0.541,-0.612,-6.684585,-0.0216,0.0216,PIGY,phosphatidylinositol glycan anchor biosynthesis class Y
0.734,0.542,0.611,-6.685057,0.0336,0.0336,POTEE,POTE ankyrin domain family member E
0.734,0.542,0.611,-6.684798,0.0281,0.0281,PRKCD,protein kinase C delta
0.734,0.541,0.612,-6.684278,0.0318,0.0318,PTGFRN,prostaglandin F2 receptor inhibitor
0.734,0.542,0.614,-6.118463,0.119,0.119,SLC22A6,solute carrier family 22 member 6
0.734,0.541,-0.612,-6.684287,-0.0557,0.0557,SPATC1L,spermatogenesis and centriole associated 1-like
0.734,0.541,-0.612,-6.684395,-0.0288,0.0288,SRPRB,SRP receptor beta subunit
0.734,0.542,0.611,-6.685005,0.0331,0.0331,STAC2,SH3 and cysteine rich domain 2
0.734,0.541,-0.612,-6.68418,-0.0225,0.0225,XPO7,exportin 7
0.734,0.542,0.611,-6.684784,0.0368,0.0368,ZKSCAN1,zinc finger with KRAB and SCAN domains 1
0.735,0.543,0.609,-6.686159,0.0167,0.0167,GTF2E1,general transcription factor IIE subunit 1
0.735,0.543,-0.609,-6.686083,-0.0224,0.0224,PRPF18,pre-mRNA processing factor 18
0.735,0.544,-0.609,-6.68646,-0.0576,0.0576,UGT2B7,UDP glucuronosyltransferase family 2 member B7
0.735,0.544,-0.609,-6.456405,-0.0578,0.0578,ZNF483,zinc finger protein 483
0.736,0.544,0.608,-6.686624,0.0315,0.0315,ARNT,aryl hydrocarbon receptor nuclear translocator
0.736,0.544,-0.608,-6.686819,-0.0528,0.0528,E2F7,E2F transcription factor 7
0.736,0.544,-0.609,-6.120981,-0.18,0.18,FANCD2OS,FANCD2 opposite strand
0.736,0.544,0.607,-6.687156,0.0911,0.0911,GSC,goosecoid homeobox
0.736,0.544,-0.607,-6.687274,-0.0455,0.0455,LOC157740,uncharacterized protein C8orf9
0.736,0.544,0.608,-6.686866,0.0339,0.0339,MATN4,matrilin 4
0.736,0.545,0.606,-6.687725,0.0192,0.0192,MED1,mediator complex subunit 1
0.736,0.545,-0.606,-6.687804,-0.0217,0.0217,RDX,radixin
0.736,0.544,-0.608,-6.686787,-0.0663,0.0663,SF3A2,splicing factor 3a subunit 2
0.736,0.544,-0.608,-6.686973,-0.0326,0.0326,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40
0.736,0.544,-0.608,-6.686739,-0.0298,0.0298,TMED1,transmembrane p24 trafficking protein 1
0.736,0.545,0.606,-6.687742,0.0873,0.0873,TRIM15,tripartite motif containing 15
0.736,0.544,-0.608,-6.686715,-0.0483,0.0483,ZNF674,zinc finger protein 674
0.737,0.546,-0.605,-6.688472,-0.0291,0.0291,ANGEL1,angel homolog 1
0.737,0.546,0.605,-6.688451,0.038,0.038,CTSA,cathepsin A
0.737,0.546,0.605,-6.688422,0.0271,0.0271,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11
0.737,0.546,-0.605,-6.68872,-0.021,0.021,HCCS,holocytochrome c synthase
0.737,0.545,0.607,-6.457989,0.0966,0.0966,LIX1,limb and CNS expressed 1
0.737,0.546,-0.605,-6.688531,-0.123,0.123,LOC102724951///LOC102724843///LOC102724219///LOC102723360///LOC389831,uncharacterized LOC102724951///uncharacterized LOC102724843///uncharacterized LOC102724219///uncharacterized LOC102723360///uncharacterized LOC389831
0.737,0.546,-0.605,-6.68837,-0.02,0.02,STK4,serine/threonine kinase 4
0.737,0.546,0.605,-6.688764,0.0685,0.0685,TRPV6,transient receptor potential cation channel subfamily V member 6
0.737,0.546,0.605,-6.688556,0.032,0.032,ZFYVE1,zinc finger FYVE-type containing 1
0.738,0.547,-0.603,-6.689897,-0.0623,0.0623,ADCY7,adenylate cyclase 7
0.738,0.546,-0.604,-6.689136,-0.03,0.03,C6orf203,chromosome 6 open reading frame 203
0.738,0.547,0.603,-6.689778,0.0475,0.0475,CBARP,CACN beta subunit associated regulatory protein
0.738,0.547,-0.603,-6.68967,-0.0466,0.0466,CD69,CD69 molecule
0.738,0.546,0.604,-6.689085,0.0284,0.0284,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2
0.738,0.547,-0.604,-6.689354,-0.0636,0.0636,CTAGE3P,"CTAGE family member 3, pseudogene"
0.738,0.547,-0.604,-6.689484,-0.0447,0.0447,HMX1,H6 family homeobox 1
0.738,0.547,0.603,-6.689745,0.0409,0.0409,LRP4,LDL receptor related protein 4
0.738,0.547,0.603,-6.689532,0.0278,0.0278,LRR1,leucine rich repeat protein 1
0.738,0.547,-0.603,-6.689576,-0.0218,0.0218,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component"
0.738,0.546,0.604,-6.689013,0.0317,0.0317,NELFB,negative elongation factor complex member B
0.738,0.547,0.604,-6.689274,0.0201,0.0201,THOC6,THO complex 6
0.738,0.546,0.605,-6.688915,0.0322,0.0322,TP53INP2,tumor protein p53 inducible nuclear protein 2
0.739,0.548,-0.601,-6.690915,-0.039,0.039,ACADS,"acyl-CoA dehydrogenase, C-2 to C-3 short chain"
0.739,0.548,0.602,-6.690426,0.0693,0.0693,ADGRE2,adhesion G protein-coupled receptor E2
0.739,0.549,0.601,-6.691205,0.0363,0.0363,AFAP1,actin filament associated protein 1
0.739,0.548,-0.602,-6.690502,-0.0596,0.0596,ASB16,ankyrin repeat and SOCS box containing 16
