GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
MIR4458HG,-0.085,0.085,1.182,0.738606746,0.795993026
EEF1E1,-0.085,0.085,3.618,0.78228187,0.83303402
UTAT33,0.085,0.085,-2.637,0.862742767,0.900344917
EIF4EBP3,-0.085,0.085,-0.352,0.897073061,0.928853625
SYNJ2-IT1,0.085,0.085,-3.343,1,1
DGUOK,-0.084,0.084,5.561,0.493055435,0.574407173
ATP6V1F,-0.084,0.084,5.969,0.510448744,0.590750792
PARD6G,0.084,0.084,4.961,0.553282029,0.630624024
GLT8D1,-0.084,0.084,4.945,0.555057967,0.632234639
CENPN,0.084,0.084,4.372,0.580390236,0.65561636
CCDC124,-0.084,0.084,5.157,0.595825002,0.669678565
LY6E,-0.084,0.084,5.025,0.599052994,0.672710853
GSTA4,0.084,0.084,3.59,0.610011085,0.682878378
NMRK1,-0.084,0.084,3.69,0.646878805,0.716330917
CREBL2,0.084,0.084,4.606,0.648491788,0.717726351
HSD17B1,0.084,0.084,3.836,0.666273229,0.734106183
DCTN6,0.084,0.084,4.434,0.684050344,0.749826963
EDRF1,-0.084,0.084,3.985,0.723517695,0.783010001
FSBP,0.084,0.084,-0.399,0.7999225,0.848790162
DSG1,0.084,0.084,-1.607,0.843729242,0.88539778
CBFA2T3,0.084,0.084,-0.999,0.846600842,0.887629868
PCBD1,-0.083,0.083,4.396,0.487929282,0.569225699
SLC33A1,-0.083,0.083,5.36,0.568039687,0.644292763
PITPNM2,-0.083,0.083,3.182,0.584980314,0.659452998
TRIM5,-0.083,0.083,4.917,0.602494637,0.67596741
RPS10-NUDT3,-0.083,0.083,3.161,0.62297452,0.694883333
TRAF5,0.083,0.083,1.854,0.625998301,0.697534805
RPS6KB2,-0.083,0.083,6.277,0.639080525,0.709216254
ANKRD9,0.083,0.083,4.056,0.645796092,0.715442007
GPR132,0.083,0.083,1.32,0.683112955,0.749161981
LOC728485,0.083,0.083,-0.746,0.710128444,0.771995082
GSE1,-0.083,0.083,2.958,0.715631404,0.776478585
DNAH5,-0.083,0.083,1.923,0.731797432,0.79034681
ADAL,-0.083,0.083,2.332,0.741672272,0.798620806
CELSR2,-0.083,0.083,4.39,0.743644863,0.800432418
NXPH4,-0.083,0.083,0.237,0.773713819,0.825624549
PTPRN2,0.083,0.083,-0.189,0.799168546,0.84830436
APOA2,0.083,0.083,-2.845,0.84656526,0.887629868
MIR548AY,-0.083,0.083,-2.193,1,1
RLN1,-0.083,0.083,-2.006,1,1
LSM7,-0.082,0.082,4.851,0.526970882,0.606248029
SELENOH,0.082,0.082,5.53,0.541266372,0.619704033
RPL18,0.082,0.082,9.891,0.549707594,0.627370722
TYW1,-0.082,0.082,4.173,0.622139263,0.694060255
HIPK2,0.082,0.082,4.958,0.637602495,0.707885998
OMD,0.082,0.082,-2.936,0.900905551,0.932054976
LINC02170,-0.082,0.082,-2.351,0.939807814,0.963675274
SFRP4,0.082,0.082,-3.138,0.954016526,0.974630555
BEX1,-0.082,0.082,-3.026,1,1
ANKLE2,0.081,0.081,7.328,0.501600777,0.582654318
TFDP1,0.081,0.081,6.367,0.533019197,0.611952399
DNA2,0.081,0.081,3.598,0.565923339,0.64241403
CHKA,0.081,0.081,2.478,0.58839183,0.66257337
CAV2,0.081,0.081,7.73,0.612526519,0.685287868
OTUD4,-0.081,0.081,4.888,0.620027437,0.692209644
KIF13B,0.081,0.081,4.123,0.623287255,0.695163702
ASPHD1,-0.081,0.081,1.496,0.648888929,0.71812861
LDLR,-0.081,0.081,8.758,0.653079937,0.722063438
IREB2,-0.081,0.081,4.606,0.653802484,0.722650664
GOLGA7,-0.081,0.081,4.872,0.659186106,0.727713446
STXBP4,0.081,0.081,3.366,0.660468319,0.728844777
SS18L1,0.081,0.081,2.864,0.663565305,0.731727653
CD164,-0.081,0.081,6.252,0.664454284,0.732493989
RREB1,0.081,0.081,5.765,0.674622724,0.741718247
EPB41L4A,-0.081,0.081,3.05,0.674879696,0.741894568
CCDC106,-0.081,0.081,2.408,0.683516154,0.74942274
ZNF542P,-0.081,0.081,4.41,0.699324206,0.76328206
CACFD1,-0.081,0.081,1.682,0.735900074,0.793869247
SNAI3,-0.081,0.081,-0.337,0.78527002,0.835587506
ADGRL1,-0.081,0.081,2.365,0.811498329,0.858776333
MRAP,0.081,0.081,-3.481,1,1
ABAT,0.08,0.08,3.713,0.483562887,0.564771731
MIR4435-2HG,0.08,0.08,4.912,0.529033441,0.608095832
FAM45A,0.08,0.08,5.411,0.537120384,0.615960407
DOLK,-0.08,0.08,4.028,0.542278738,0.62064351
SLAMF9,-0.08,0.08,4.738,0.567994746,0.644281086
DEF8,-0.08,0.08,6.16,0.584476652,0.659016409
SNX25,0.08,0.08,3.789,0.594845096,0.668776308
CLTB,-0.08,0.08,8.236,0.609015971,0.682034053
ERCC1,-0.08,0.08,7.338,0.617396542,0.689952592
PTGES3,0.08,0.08,7.476,0.627649506,0.698824663
BRD1,-0.08,0.08,4.671,0.632046955,0.702788061
TBC1D8B,0.08,0.08,2.66,0.662446654,0.730707418
DHTKD1,-0.08,0.08,5.281,0.680967145,0.747242844
LOC283335,0.08,0.08,1.814,0.708349887,0.770497181
FAM96A,-0.08,0.08,4.727,0.721411066,0.78102868
RNF180,-0.08,0.08,1.006,0.747083294,0.803331768
CH17-340M24.3,0.08,0.08,-0.351,0.754750902,0.809616531
CXCL5,-0.08,0.08,4.436,0.818109129,0.864535055
CXCL14,-0.08,0.08,1.957,0.872021592,0.908145337
HEYL,-0.08,0.08,-3.331,0.95122282,0.972741569
MIR5192,0.08,0.08,-3.507,1,1
AKAP13,-0.079,0.079,5.708,0.565091671,0.641662895
USP32,0.079,0.079,5.246,0.566279535,0.642689535
STAU2,0.079,0.079,4.438,0.576368124,0.651885674
RABGGTB,0.079,0.079,6.016,0.598128994,0.671868081
FKBP3,0.079,0.079,5.004,0.606014951,0.679277744
NUTM2B-AS1,0.079,0.079,3.429,0.635995759,0.706623825
MORN4,-0.079,0.079,2.72,0.648918652,0.71812861
ZNF711,0.079,0.079,-0.399,0.678388149,0.74483951
MME,0.079,0.079,2.438,0.693343183,0.758325275
ZNF37A,-0.079,0.079,3.395,0.694785783,0.75957299
C11orf74,0.079,0.079,2.214,0.702995703,0.766262702
DENND2C,-0.079,0.079,4.406,0.704331815,0.76726879
EBLN2,0.079,0.079,0.556,0.730548889,0.789299446
HSD3B7,0.079,0.079,1.998,0.767438305,0.820390064
SMIM22,0.079,0.079,0.214,0.771604583,0.823948341
HECW2,0.079,0.079,2.047,0.77339095,0.825467835
ZNF440,-0.079,0.079,3.424,0.779440387,0.830593913
PGBD5,-0.079,0.079,1.864,0.78865043,0.838480542
DOK7,0.079,0.079,2.631,0.802680091,0.851194136
PANO1,0.079,0.079,-0.312,0.877945575,0.912929589
C7orf31,-0.079,0.079,-0.45,0.892789556,0.925603086
RPS6KA2-IT1,0.079,0.079,-3.228,0.894363627,0.926853206
YTHDF3-AS1,0.079,0.079,-1.29,0.962676434,0.981481924
MIR5587,0.079,0.079,-1.394,0.994282658,1
DAZAP2,-0.078,0.078,6.485,0.527197893,0.606478388
TOM1L1,0.078,0.078,5.386,0.542005785,0.620393806
AES,0.078,0.078,7.579,0.578158801,0.653584619
TMEM256,-0.078,0.078,5.018,0.581182638,0.656380531
ADIPOR2,-0.078,0.078,6.16,0.591390702,0.665586346
NMNAT1,-0.078,0.078,4.323,0.609393843,0.68235602
RAB4A,0.078,0.078,5.671,0.613920854,0.686678251
ZNF557,0.078,0.078,3.685,0.618332808,0.690726263
ZNF226,-0.078,0.078,2.774,0.62209534,0.694060255
ST20,0.078,0.078,1.553,0.65136695,0.720556397
TMEM68,-0.078,0.078,3.511,0.677942875,0.744393042
NDUFB5,-0.078,0.078,5.632,0.681589226,0.747780566
C17orf51,-0.078,0.078,2.746,0.6819838,0.748140985
CEP63,0.078,0.078,2.677,0.692310126,0.757414831
GNG12,-0.078,0.078,7.602,0.697163977,0.761471453
ZNF626,-0.078,0.078,2.103,0.711474171,0.773078837
MDM4,-0.078,0.078,3.929,0.728549733,0.787590322
SNORD124,-0.078,0.078,-2.954,0.990486441,1
ULBP2,-0.077,0.077,3.877,0.526189285,0.605529861
TOP3A,-0.077,0.077,4.425,0.528001893,0.607113844
SAMD8,0.077,0.077,4.653,0.536594926,0.615475575
GABARAPL2,0.077,0.077,5.267,0.561959795,0.638811167
SLC50A1,-0.077,0.077,5.26,0.573426751,0.649267518
BMPR1B,0.077,0.077,2.752,0.587339647,0.661651681
RUSC1,-0.077,0.077,4.98,0.599553157,0.673100642
GTF3C6,0.077,0.077,4.795,0.657966588,0.7265442
GABARAPL1,-0.077,0.077,4.136,0.666948485,0.734671504
RINL,-0.077,0.077,1.829,0.691692999,0.756822427
HSPA12A,0.077,0.077,0.691,0.696108794,0.760711677
SELENOF,-0.077,0.077,6.133,0.714598508,0.775759945
ORC6,-0.077,0.077,3.665,0.717397837,0.778026474
SCARNA9,-0.077,0.077,2.868,0.755190915,0.810011811
C1QTNF1,0.077,0.077,2.939,0.775243016,0.827035592
THAP5,-0.077,0.077,3.75,0.815953852,0.862564555
ALDOB,-0.077,0.077,-0.989,1,1
GNG12-AS1,-0.077,0.077,-0.505,1,1
RFWD3,0.076,0.076,5.659,0.506863624,0.587166777
TMEM106C,0.076,0.076,5.686,0.528021651,0.607113844
MDN1,0.076,0.076,5.701,0.542802168,0.621179806
MBNL1,-0.076,0.076,5.66,0.656593146,0.725204376
ACP1,-0.076,0.076,5.505,0.67144643,0.738584552
OSTM1,0.076,0.076,4.668,0.699150473,0.763165985
SLC7A4,0.076,0.076,0.254,0.735485642,0.793611151
DTX3,0.076,0.076,2.263,0.751814428,0.807265366
MIR548P,-0.076,0.076,-3.647,0.83178001,0.875820426
RYR1,-0.076,0.076,0.919,0.873711401,0.909612399
ZNF728,0.076,0.076,-3.349,1,1
UIMC1,0.075,0.075,4.723,0.504126176,0.584658338
POLR2J,0.075,0.075,5,0.515687579,0.595532823
RPL14,0.075,0.075,9.246,0.521877973,0.601549945
MED29,-0.075,0.075,4.137,0.533068337,0.611954851
MLLT11,0.075,0.075,4.687,0.539596148,0.618260527
HIKESHI,0.075,0.075,5.237,0.54087906,0.619385823
RPS3,0.075,0.075,10.666,0.553829947,0.631185013
PRELID1,-0.075,0.075,7.309,0.612278357,0.685077903
ATM,-0.075,0.075,5.264,0.628948581,0.699961397
CNOT10,0.075,0.075,4.408,0.629155912,0.700088945
PATL1,0.075,0.075,3.897,0.644432928,0.714071532
CYBRD1,0.075,0.075,3.724,0.652238266,0.721308903
CENPE,0.075,0.075,3.199,0.736007986,0.793876395
TBC1D25,-0.075,0.075,3.278,0.766669117,0.819838644
SECTM1,-0.075,0.075,1.219,0.786813828,0.83687641
ZNF391,-0.075,0.075,1.406,0.830993385,0.87512037
SNORA77,-0.075,0.075,-3.469,0.844040777,0.885601614
GPR135,0.075,0.075,-1.041,0.844130901,0.885614129
FOXH1,0.075,0.075,-2.689,0.978075626,0.993737822
MIR324,-0.075,0.075,-3.204,1,1
SHC1,-0.074,0.074,9.331,0.583798788,0.658510545
DHX33,-0.074,0.074,4.197,0.591683491,0.6658497
ISCU,-0.074,0.074,4.923,0.6029067,0.676396219
MON2,-0.074,0.074,4.657,0.639764133,0.709835777
HIVEP1,0.074,0.074,4.096,0.644048234,0.713750014
GTPBP3,-0.074,0.074,3.181,0.654206631,0.72299153
NUDCD2,0.074,0.074,4.452,0.65648158,0.725151871
EIF5A2,0.074,0.074,3.013,0.681348059,0.747552186
REXO2,-0.074,0.074,6.038,0.698189875,0.762333151
DMXL1,-0.074,0.074,4.493,0.708029039,0.77025915
MRPL13,0.074,0.074,4.733,0.715171279,0.776136317
TRMT61B,-0.074,0.074,3.019,0.733179001,0.791536988
LOC102724250,0.074,0.074,2.188,0.734112652,0.792507181
B4GALNT3,0.074,0.074,1.555,0.76661487,0.819819339
TREM1,0.074,0.074,-0.286,0.773181954,0.825322546
PCDHB2,0.074,0.074,-0.34,0.850627254,0.890756897
MELTF-AS1,-0.074,0.074,-0.777,0.879384277,0.914215773
CCDC39,-0.074,0.074,-0.256,0.983782965,0.998323138
VEGFC,-0.073,0.073,5.203,0.551768066,0.629436869
ANAPC11,0.073,0.073,5.541,0.585667262,0.65999747
ZNF419,-0.073,0.073,3.237,0.612704705,0.685446543
MAN1A2,0.073,0.073,5.567,0.656551973,0.725194262
PTCD1,-0.073,0.073,3.648,0.674956709,0.741941396
ROM1,0.073,0.073,0.578,0.680719394,0.747043362
CHMP5,-0.073,0.073,6.125,0.69493534,0.759677275
IFT88,0.073,0.073,2.263,0.726664248,0.785889605
NDUFAF6,-0.073,0.073,2.963,0.729203296,0.788077867
TSPY26P,0.073,0.073,0.388,0.749404946,0.805216614
LIN54,-0.073,0.073,3.305,0.753275293,0.808356236
MIR29A,0.073,0.073,3.284,0.761283358,0.815374167
LINC01478,-0.073,0.073,-3.634,1,1
COTL1,-0.072,0.072,7.518,0.579911208,0.655399406
SNX13,0.072,0.072,4.559,0.587164456,0.661553029
TMEM138,-0.072,0.072,4.118,0.598242947,0.671962758
SLC25A28,0.072,0.072,4.057,0.624225167,0.695901381
TRIP4,-0.072,0.072,3.798,0.630266095,0.70122095
PAQR3,0.072,0.072,3.824,0.682298089,0.748413269
IL17RC,-0.072,0.072,4.301,0.699654122,0.763568562
ATF5,-0.072,0.072,3.076,0.707008389,0.769481406
KIAA0753,-0.072,0.072,3.776,0.712394219,0.773930046
ZNF33A,-0.072,0.072,3.645,0.720490543,0.780293152
FAM13A,-0.072,0.072,2.985,0.766887948,0.819995228
COL11A1,0.072,0.072,-0.793,0.860010306,0.897865664
METTL7A,-0.072,0.072,0.786,0.911357304,0.940762626
TRMU,0.071,0.071,4.299,0.556261186,0.633452386
PAN3,-0.071,0.071,4.005,0.55974131,0.636704686
NFS1,-0.071,0.071,4.535,0.562335625,0.639078032
SLC2A8,-0.071,0.071,3.464,0.587296951,0.661636488
EDEM1,-0.071,0.071,6.624,0.587792916,0.662030597
DDT,-0.071,0.071,4.252,0.589153675,0.663332333
UEVLD,0.071,0.071,4.558,0.652199266,0.72130099
MRPL18,-0.071,0.071,5.573,0.652422614,0.721477549
SMILR,0.071,0.071,-0.594,0.665306899,0.733184128
RNF31,-0.071,0.071,5.086,0.676509738,0.743251786
COBLL1,0.071,0.071,3.625,0.681917564,0.748104555
PPM1M,-0.071,0.071,2.502,0.7191448,0.779245545
PPM1L,0.071,0.071,-0.062,0.735252545,0.793397427
DLL3,0.071,0.071,1.007,0.736890063,0.794710128
PDLIM2,-0.071,0.071,4.654,0.746051784,0.802679854
TAF1C,0.071,0.071,3.075,0.780753534,0.831758456
NOTCH3,-0.071,0.071,4.127,0.813201104,0.860216607
NLRP7,-0.071,0.071,-3.159,0.908752554,0.938458744
MIR6819,0.071,0.071,-3.159,0.912350067,0.941545162
MIR191,-0.071,0.071,-2.954,0.984486109,0.998772556
FOXC2-AS1,-0.071,0.071,-2.08,1,1
KPNA6,0.07,0.07,6.996,0.543046823,0.621396998
ETNK1,0.07,0.07,4.369,0.598741703,0.672456283
SELENOI,0.07,0.07,5.781,0.602939498,0.676399513
TSTD1,0.07,0.07,4.323,0.619204409,0.691495295
SLC44A3,-0.07,0.07,2.617,0.623645148,0.695460135
PABPN1,-0.07,0.07,5.736,0.654472766,0.723215075
NUBPL,0.07,0.07,3.88,0.657821255,0.726450376
CRLF3,0.07,0.07,4.089,0.662910602,0.731112476
RPA3,0.07,0.07,4.488,0.668072036,0.735650242
ERI2,0.07,0.07,3.554,0.670857015,0.738043725
MRPL47,0.07,0.07,4.741,0.678910638,0.745275025
STAT4,-0.07,0.07,3.203,0.750023183,0.805728011
NUTM2G,0.07,0.07,-0.184,0.838334052,0.881168544
RGPD1,-0.07,0.07,0.222,0.96993254,0.987324373
PAX8-AS1,0.069,0.069,5.474,0.565477645,0.641940267
NRP2,0.069,0.069,4.867,0.605714549,0.679008228
MTUS1,0.069,0.069,4.484,0.656930912,0.725506684
UBXN7,-0.069,0.069,4.728,0.666644287,0.734407847
RRAGB,-0.069,0.069,2.171,0.690461388,0.755757268
C9orf85,0.069,0.069,2.502,0.691619927,0.75680594
TFPI,0.069,0.069,3.323,0.694304869,0.759303765
SCFD1,0.069,0.069,4.948,0.707619637,0.769959499
ADCY7,-0.069,0.069,4.55,0.708954233,0.770969433
MAGI1,-0.069,0.069,1.768,0.716456085,0.777250493
IER3IP1,0.069,0.069,4.424,0.727590479,0.786703515
MIR548I1,-0.069,0.069,-3.334,0.73024784,0.78904946
TMEM255B,0.069,0.069,0.064,0.783214026,0.83383065
KIAA0586,-0.069,0.069,3.467,0.811726238,0.85897739
ZBTB32,-0.069,0.069,-0.034,0.823762869,0.869211091
GDF5,-0.069,0.069,-1.436,0.991175151,1
ASB7,-0.068,0.068,3.826,0.608847548,0.681912867
RAD54L2,0.068,0.068,4.96,0.611839958,0.684655019
MAP3K10,0.068,0.068,3.083,0.615916974,0.688604905
LNPEP,0.068,0.068,5.972,0.631940299,0.702733982
NUTM2A-AS1,0.068,0.068,3.039,0.658140903,0.726701257
FAM229B,0.068,0.068,2.621,0.659928249,0.72831976
RNF24,-0.068,0.068,4.141,0.676213942,0.743107025
CEP95,-0.068,0.068,3.455,0.691423007,0.756663568
CECR7,0.068,0.068,1.085,0.701584091,0.76512187
PRRG2,-0.068,0.068,3.06,0.702511812,0.76587549
ANKRD40,-0.068,0.068,4.93,0.70765162,0.769959499
BPGM,-0.068,0.068,4.864,0.737086214,0.794845981
SSC4D,-0.068,0.068,2.091,0.746475118,0.802816804
ZNF891,0.068,0.068,2.026,0.749945636,0.805682916
UBE2V2,0.068,0.068,4.745,0.767515025,0.820433357
CCDC183-AS1,-0.068,0.068,-1.046,0.81509603,0.861979559
PSMC3IP,-0.068,0.068,1.877,0.819211689,0.865483394
CDKN1C,0.068,0.068,0.243,0.830900051,0.87512037
TMEM190,0.068,0.068,-3.272,0.971277275,0.988293498
MAGI1-AS1,0.068,0.068,-3.482,1,1
PRSS35,-0.068,0.068,-3.329,0.989407356,1
BEX3,0.067,0.067,5.957,0.581596332,0.656749515
TMEM45A,0.067,0.067,4.789,0.590027649,0.664151283
SARNP,0.067,0.067,5.658,0.632742426,0.703354208
RBM3,0.067,0.067,8.258,0.643470412,0.713179445
FRMD4B,0.067,0.067,5.24,0.646529584,0.716045861
C2orf81,0.067,0.067,0.831,0.694458954,0.759435609
GDPD3,0.067,0.067,1.225,0.745706067,0.802384121
DCUN1D2,0.067,0.067,2.017,0.748524624,0.804564218
MMP3,0.067,0.067,0.385,0.834252496,0.877811738
RHOB,-0.067,0.067,6.549,0.875488298,0.910948899
LINC01655,0.067,0.067,-3.374,1,1
NRBP2,0.066,0.066,3.976,0.624389739,0.696050592
PRR14L,0.066,0.066,5.199,0.637520331,0.707866325
MORF4L2,-0.066,0.066,8.133,0.68248959,0.748587076
IFI16,0.066,0.066,5.855,0.684281967,0.750008266
TPPP,0.066,0.066,0.905,0.684891359,0.750503609
SLPI,-0.066,0.066,6.874,0.698897562,0.762963453
TPD52L1,-0.066,0.066,4.608,0.700971477,0.764674674
RAET1G,-0.066,0.066,4.776,0.717779623,0.778136003
ZNF415,0.066,0.066,-0.138,0.739253595,0.796462765
ATP13A3,-0.066,0.066,6.674,0.762948574,0.816746924
ENC1,-0.066,0.066,6.197,0.819786732,0.865929363
FOSL1,-0.066,0.066,4.32,0.888437665,0.921808508
PLPP7,-0.066,0.066,-3.462,0.981456459,0.99650232
MIR624,0.066,0.066,-3.681,1,1
LOC100507071,-0.066,0.066,-1.444,1,1
COX6B1,0.065,0.065,7.295,0.608701459,0.68185039
ACP7,0.065,0.065,1.096,0.662982079,0.731155708
RPL6,0.065,0.065,9.949,0.700705403,0.764494875
STOX2,0.065,0.065,1.634,0.7582459,0.812672843
KIAA2026,-0.065,0.065,3.228,0.785182552,0.835587506
ZNF407,-0.065,0.065,3.291,0.786332226,0.836442719
USP12,-0.065,0.065,3.79,0.828844383,0.873508562
CFAP77,0.065,0.065,-3.586,0.973679969,0.990252642
NABP2,0.064,0.064,4.88,0.585404634,0.659808891
MIEN1,-0.064,0.064,4.758,0.587721955,0.66198359
LYN,-0.064,0.064,4.439,0.636649627,0.707142191
EYA3,0.064,0.064,5.227,0.63874707,0.708915669
CTDNEP1,0.064,0.064,3.864,0.662478811,0.730707418
TRIM14,0.064,0.064,3.957,0.665118718,0.733048077
MTCL1,0.064,0.064,4.197,0.673460024,0.740583697
MRPL11,-0.064,0.064,5.811,0.701371946,0.765037848
MIR593,-0.064,0.064,-2.388,0.702278378,0.765694707
C1orf159,-0.064,0.064,3.293,0.710135955,0.771995082
ZNF335,0.064,0.064,4.745,0.710665466,0.77234831
USP33,-0.064,0.064,5.385,0.712735359,0.774173669
FAM103A1,-0.064,0.064,4.622,0.736004654,0.793876395
KRT10,0.064,0.064,3.37,0.741830318,0.798744998
AIF1L,-0.064,0.064,1.061,0.801606327,0.85021469
RNF6,-0.064,0.064,5.03,0.804695999,0.852613391
CAPS,-0.064,0.064,1.973,0.834360985,0.877885112
SLC47A2,-0.064,0.064,0.165,0.971429231,0.988323634
FAM166B,-0.064,0.064,-2.389,1,1
HRH1,0.063,0.063,4.075,0.611001826,0.683886068
TMEM8A,0.063,0.063,5.367,0.669575876,0.736884811
RNF126,0.063,0.063,5.446,0.744068981,0.800850866
PLEKHM3,0.063,0.063,3.525,0.752234417,0.807528994
LOC728975,0.063,0.063,1.149,0.76956969,0.822319231
MAGOH,0.063,0.063,2.944,0.778449912,0.829733611
MOCS2,-0.063,0.063,4.488,0.780214124,0.831262
CNTLN,-0.063,0.063,2.103,0.824299806,0.869642055
THRA,-0.063,0.063,3.111,0.82603109,0.871225098
LINC01793,0.063,0.063,-3.324,0.901803875,0.93289914
COMMD1,-0.062,0.062,4.585,0.633856728,0.704454577
CACNB3,-0.062,0.062,4.889,0.660847789,0.729187635
B3GNT5,0.062,0.062,5.913,0.663954018,0.732113706
SVIL-AS1,0.062,0.062,4.27,0.673340267,0.740487954
C19orf70,-0.062,0.062,5.585,0.699261167,0.763250033
SERTAD3,0.062,0.062,5.198,0.700531057,0.764367396
ZFAND1,0.062,0.062,4.03,0.722967182,0.782526384
NIPA2,-0.062,0.062,5.882,0.725319174,0.784622218
FAM193A,0.062,0.062,3.773,0.732470248,0.79092261
GALC,-0.062,0.062,3.23,0.737017561,0.794809787
VBP1,0.062,0.062,5.095,0.771449654,0.823861675
LINC00293,-0.062,0.062,-3.547,0.822875187,0.86854361
FBXW7-AS1,-0.062,0.062,-3.028,1,1
ULK4P2,-0.062,0.062,-2.907,1,1
LOC101929331,-0.062,0.062,-1.556,0.99813473,1
MAP3K3,0.061,0.061,4.944,0.599057464,0.672710853
GLIPR1,-0.061,0.061,5.895,0.656288673,0.725009497
ATP5O,-0.061,0.061,7.069,0.692148077,0.757274119
FAM218A,0.061,0.061,-1.687,0.714804432,0.775849121
SLC30A6,-0.061,0.061,4.572,0.724782181,0.784116214
AMBRA1,-0.061,0.061,5.186,0.761672453,0.815534991
IRAK2,-0.061,0.061,4.398,0.770054783,0.82272114
LCP1,-0.061,0.061,-0.433,1,1
BBOX1,-0.061,0.061,-0.125,0.992845957,1
STX3,0.06,0.06,4.949,0.634669159,0.705322889
BEX2,0.06,0.06,1.373,0.638815751,0.708957158
AKT1,-0.06,0.06,7.564,0.653520046,0.722479504
SH2B1,-0.06,0.06,3.945,0.670472277,0.737727949
TCTEX1D2,0.06,0.06,3.035,0.696129603,0.760711677
ATF2,-0.06,0.06,4.592,0.703909108,0.766946683
EPG5,-0.06,0.06,5.362,0.710701767,0.772350704
ZNF814,-0.06,0.06,2.92,0.715178897,0.776136317
GSAP,0.06,0.06,2.192,0.71648008,0.777250493
ELK3,0.06,0.06,4.661,0.720114909,0.779960924
KMT5A,-0.06,0.06,5.087,0.73515057,0.793325182
ZNF219,-0.06,0.06,5.275,0.738376096,0.795820182
SECISBP2L,-0.06,0.06,3.969,0.743048822,0.799866879
TAF15,0.06,0.06,2.779,0.7481752,0.804352494
CACTIN-AS1,0.06,0.06,-1.801,0.777595796,0.829135356
DONSON,-0.06,0.06,3.301,0.799304404,0.848386095
MGRN1,-0.06,0.06,3.953,0.79983371,0.848790162
NFIC,-0.06,0.06,3.3,0.819851687,0.865957592
ZNF614,-0.06,0.06,3.083,0.826547436,0.871647934
MRPL57,0.059,0.059,4.947,0.606157159,0.679391138
SPAG7,-0.059,0.059,5.077,0.619059729,0.69136781
SDHC,-0.059,0.059,6.507,0.650673738,0.719859864
SNRNP25,0.059,0.059,5.168,0.696860551,0.761216644
SMG1P1,0.059,0.059,5.027,0.709545105,0.771537909
PRRT3-AS1,0.059,0.059,0.185,0.71770148,0.778091045
CD72,0.059,0.059,-1.192,0.732053171,0.790579174
CLASRP,0.059,0.059,3.569,0.744557549,0.801338641
MKL2,0.059,0.059,3.719,0.760631692,0.814844327
FAM222B,0.059,0.059,2.941,0.7704368,0.823051642
ZNF736,-0.059,0.059,3.018,0.799889281,0.848790162
ALG1L2,0.059,0.059,-1.584,0.811866981,0.859046059
TMEM126A,-0.059,0.059,3.673,0.822280227,0.868044701
B4GALNT1,-0.059,0.059,0.22,0.831714961,0.875792645
SYF2,-0.059,0.059,3.875,0.833441027,0.877161635
OTX1,-0.059,0.059,0.79,0.839261117,0.881812021
SAMD10,0.059,0.059,-0.282,0.872422181,0.908478982
PITPNA,-0.058,0.058,5.648,0.640411163,0.710449273
KCTD2,-0.058,0.058,4.54,0.653028862,0.722042212
UQCC3,0.058,0.058,4.159,0.653709858,0.722648114
RBBP5,0.058,0.058,4.455,0.707903134,0.770196161
GGA3,0.058,0.058,3.958,0.738330787,0.795809215
PKN1,0.058,0.058,4.263,0.761651268,0.815534991
TRAPPC2,-0.058,0.058,3.278,0.764517464,0.818046375
PIGX,-0.058,0.058,3.164,0.769173458,0.821973391
CES4A,0.058,0.058,0.261,0.859308162,0.897215321
SCARNA18,0.058,0.058,-2.789,0.883438334,0.917461909
SNORD121A,0.058,0.058,-3.238,1,1
FKBP1A,0.057,0.057,7.177,0.603123827,0.676572791
FARP2,0.057,0.057,5.603,0.622144692,0.694060255
DYNC2H1,0.057,0.057,4.373,0.649338291,0.718542206
ARL6IP4,0.057,0.057,6.907,0.654245237,0.72299892
AAGAB,-0.057,0.057,5.831,0.660875589,0.729187635
MALL,0.057,0.057,6.173,0.685772937,0.751387935
MCRIP2,-0.057,0.057,3.922,0.693476759,0.758434748
OCIAD1,-0.057,0.057,5.858,0.750074547,0.805744976
BRWD3,-0.057,0.057,4.211,0.754279091,0.809225392
CCDC90B,0.057,0.057,4.793,0.759993904,0.814392181
FAM69A,-0.057,0.057,4.557,0.762302178,0.816132091
PDE12,-0.057,0.057,4.925,0.769243589,0.822009555
ZCRB1,0.057,0.057,4.557,0.773432838,0.825473647
PSG4,-0.057,0.057,1.622,0.788539491,0.838436277
ATN1,0.057,0.057,2.322,0.836188117,0.879480732
LOC440300,-0.057,0.057,2.393,0.842467242,0.884524219
HOXB6,0.057,0.057,-1.109,0.868986111,0.905692007
SH3GL3,0.057,0.057,-1.724,0.917784436,0.945974484
LINC01296,-0.057,0.057,0.415,0.940247759,0.963993803
SDCCAG3,0.056,0.056,5.214,0.61699716,0.689608343
ARPC1A,-0.056,0.056,7.723,0.661891732,0.730202105
CMC1,0.056,0.056,3.188,0.698556828,0.762664998
COX19,-0.056,0.056,3.492,0.7015803,0.76512187
NAPB,0.056,0.056,2.16,0.732683247,0.791077183
SLC9A5,0.056,0.056,1.298,0.776341413,0.827953733
TMEM63A,0.056,0.056,3.039,0.780528862,0.831558218
