GENE_SYMBOL,Log_FoldChange,adjLogFoldChange,logCPM,PValue,FDR_adjusted_P.value
PTBP3,-0.029,0.029,6.729,0.82150032,0.961010851
EXOSC6,-0.029,0.029,4.868,0.823309268,0.961633515
TAF2,-0.029,0.029,4.881,0.823606748,0.961633515
RGS12,0.029,0.029,6.07,0.828736015,0.963119639
SNX24,-0.029,0.029,3.458,0.831243166,0.963476793
SENP6,-0.029,0.029,5.079,0.831002319,0.963476793
HSBP1L1,-0.029,0.029,3.416,0.833114525,0.964391599
RABGEF1,0.029,0.029,5.35,0.833609871,0.964512671
ITGAV,0.029,0.029,7.712,0.833555473,0.964512671
SEMA4C,0.029,0.029,3.921,0.835540933,0.965294947
GTF3C5,0.029,0.029,6.111,0.837431557,0.965371562
EML4,-0.029,0.029,5.154,0.838747921,0.965662805
PTCD1,-0.029,0.029,3.642,0.840484668,0.966082511
DIEXF,-0.029,0.029,4.329,0.840475096,0.966082511
HEBP1,-0.029,0.029,2.575,0.842822067,0.967029448
DMTF1,0.029,0.029,4.211,0.843778518,0.967387369
FAM214A,0.029,0.029,2.686,0.848141837,0.968829533
CDC42EP3,-0.029,0.029,5.246,0.850016115,0.968911078
DMPK,0.029,0.029,2.207,0.85154455,0.969567125
SHARPIN,-0.029,0.029,5.286,0.852802248,0.970443702
HSPE1,-0.029,0.029,5.587,0.853844145,0.970833642
ZBTB44,-0.029,0.029,5.042,0.85453914,0.970977488
RAB24,-0.029,0.029,2.744,0.856811329,0.971603845
PXK,-0.029,0.029,2.927,0.858420123,0.972158213
DUSP6,-0.029,0.029,6.912,0.859713649,0.972558325
TBC1D23,-0.029,0.029,4.679,0.861898762,0.973168031
ANKRD29,-0.029,0.029,2.668,0.86953567,0.976660654
MAGI1,-0.029,0.029,1.757,0.878497265,0.97863016
MISP,0.029,0.029,7.24,0.877099483,0.97863016
TFAP2A,-0.029,0.029,3.845,0.880132661,0.978879897
ZNF687,-0.029,0.029,4.499,0.889126153,0.981246244
CHUK,-0.029,0.029,4.682,0.904787257,0.987853192
PCDHB2,0.029,0.029,-0.381,0.907928849,0.988950202
TRMT10C,-0.029,0.029,4.196,0.923478457,0.992937124
SCOC-AS1,0.029,0.029,-1.614,0.929678192,0.995171832
SNORA29,-0.029,0.029,-3.622,0.955971151,1
PLCZ1,-0.029,0.029,-3.196,0.999787546,1
RPL10L,-0.029,0.029,-3.171,1,1
RGS9BP,-0.029,0.029,-3.137,1,1
OLFML1,0.029,0.029,-2.339,0.982464153,1
TMEM100,-0.029,0.029,-2.364,1,1
CTRL,-0.029,0.029,-2.165,1,1
LOC101929595,-0.029,0.029,-1.609,1,1
LINC01473,-0.029,0.029,-1.403,0.950539276,1
MOXD1,-0.029,0.029,-0.902,0.948026141,1
LINC01151,-0.029,0.029,-0.833,0.962848518,1
DCP2,0.028,0.028,4.4,0.744225088,0.932593208
MRGBP,0.028,0.028,4.723,0.750369957,0.936136548
CDC23,0.028,0.028,5.514,0.752197722,0.937083467
WWC3,0.028,0.028,4.368,0.760710158,0.940878318
SFSWAP,-0.028,0.028,4.74,0.771107346,0.944088148
DARS2,-0.028,0.028,5.63,0.771096847,0.944088148
INTS14,-0.028,0.028,5.403,0.772456257,0.944760783
LIPG,-0.028,0.028,6.678,0.778379906,0.947120458
XRCC6,-0.028,0.028,8.952,0.785424465,0.949234106
RPL13A,-0.028,0.028,11.053,0.78813503,0.949995642
POC1B,-0.028,0.028,3.847,0.78868719,0.950195151
TRIP4,0.028,0.028,3.797,0.789967245,0.950358667
SLC30A7,0.028,0.028,5.516,0.790695546,0.950679542
DNAJC11,-0.028,0.028,6.28,0.795370381,0.951736773
PDE4D,-0.028,0.028,3.618,0.798319022,0.952861438
PAK1,-0.028,0.028,6.057,0.798439021,0.95290227
GOLPH3L,0.028,0.028,4.639,0.80505251,0.956024951
C1orf174,0.028,0.028,4.133,0.808986257,0.95725008
MON2,0.028,0.028,4.658,0.809285807,0.95732278
LSM7,-0.028,0.028,4.844,0.810577398,0.957764398
POLDIP3,-0.028,0.028,6.076,0.812896484,0.958403418
EBPL,0.028,0.028,4.855,0.813935091,0.958725771
ARPC5L,-0.028,0.028,5.655,0.815313354,0.959092835
MAOA,-0.028,0.028,6.813,0.815338415,0.959092835
COMMD5,0.028,0.028,4.38,0.820674036,0.960697161
STOML2,-0.028,0.028,6.951,0.825627464,0.962157798
HRAS,-0.028,0.028,5.515,0.826209959,0.962316062
HMOX2,0.028,0.028,6.412,0.827309697,0.962602472
XRN2,-0.028,0.028,7.062,0.830242543,0.963286013
RSBN1,-0.028,0.028,3.946,0.832502821,0.964240156
ZDHHC21,0.028,0.028,2.619,0.83425039,0.964652748
PPM1F,-0.028,0.028,5.299,0.837260839,0.965371562
DDX56,0.028,0.028,6.538,0.837364092,0.965371562
TOMM40L,-0.028,0.028,4.842,0.839117167,0.965662805
ZNF35,0.028,0.028,2.632,0.839897294,0.96591963
CDCA2,0.028,0.028,4.24,0.846091824,0.96781473
SYF2,0.028,0.028,3.868,0.847874933,0.968806791
USP13,-0.028,0.028,2.739,0.848364868,0.968829533
TMEM99,-0.028,0.028,3.41,0.848286389,0.968829533
LSG1,0.028,0.028,5.324,0.848295054,0.968829533
OSBPL7,0.028,0.028,2.431,0.848911035,0.968911078
MRPL42,0.028,0.028,5.218,0.855116669,0.970988387
TRAPPC2L,-0.028,0.028,5.287,0.858626741,0.972158213
WEE1,-0.028,0.028,4.162,0.859503902,0.972558325
DDX51,-0.028,0.028,4.591,0.862907689,0.973374577
TAF5,0.028,0.028,2.559,0.86399777,0.973504377
ZNF766,-0.028,0.028,3.174,0.864227281,0.973504377
C18orf32,-0.028,0.028,4.46,0.86422357,0.973504377
NUDT15,0.028,0.028,4.533,0.864253872,0.973504377
ARFGAP1,-0.028,0.028,6.094,0.86723244,0.975440759
GATAD1,-0.028,0.028,3.892,0.871649897,0.977855491
TFEB,0.028,0.028,3.601,0.874686777,0.97863016
NETO2,-0.028,0.028,5.67,0.878109502,0.97863016
MYRF,0.028,0.028,0.82,0.883143949,0.979581387
WDR4,-0.028,0.028,3.422,0.884476553,0.980321421
STEAP3-AS1,-0.028,0.028,-0.683,0.88932965,0.981297281
HIST3H2A,0.028,0.028,4.001,0.890032782,0.981617978
DNM2,-0.028,0.028,7.303,0.894851385,0.98392019
CCDC22,-0.028,0.028,4.502,0.911169448,0.989859127
ZNF345,0.028,0.028,-0.21,0.914704415,0.991025111
STK32A,-0.028,0.028,0.952,0.921910766,0.992498579
ZFP3,-0.028,0.028,-0.842,0.936954113,0.997433181
CA3-AS1,0.028,0.028,-0.953,0.938050138,0.997882671
MIR1296,0.028,0.028,-3.551,1,1
RARRES2,0.028,0.028,-3.503,1,1
LINC00222,-0.028,0.028,-2.835,1,1
UTAT33,0.028,0.028,-2.758,0.996706704,1
CPVL,0.028,0.028,-2.546,1,1
E2F2,0.028,0.028,-0.846,0.951186029,1
FZD10-AS1,-0.028,0.028,-0.85,1,1
LRRC7,-0.028,0.028,-0.692,1,1
BTBD10,-0.027,0.027,6.136,0.76311112,0.941604545
PSMD4,0.027,0.027,6.813,0.763555168,0.941728874
PRPSAP1,0.027,0.027,5.51,0.764868025,0.942299422
AFAP1L2,-0.027,0.027,6.656,0.767172116,0.943150649
TRIOBP,0.027,0.027,5.495,0.771720634,0.944560544
COQ6,0.027,0.027,3.969,0.771863804,0.944607797
PRKAG1,-0.027,0.027,6.513,0.774989178,0.946267153
KEAP1,0.027,0.027,5.839,0.778455932,0.947120458
ING5,0.027,0.027,4.001,0.77955964,0.947317838
DDOST,-0.027,0.027,7.682,0.782732259,0.948869437
SNX9,0.027,0.027,5.619,0.786007693,0.949371367
MRPL48,-0.027,0.027,4.887,0.791786768,0.950987065
TTI1,-0.027,0.027,4.975,0.791953017,0.950987065
ABL1,-0.027,0.027,5.917,0.796775474,0.95219577
TMCC1,-0.027,0.027,4.697,0.799206637,0.953065945
RPLP2,-0.027,0.027,9.242,0.80007465,0.953420146
COX15,-0.027,0.027,5.053,0.807607368,0.956923659
PANK3,-0.027,0.027,6.406,0.807365023,0.956923659
WWOX,-0.027,0.027,1.926,0.80901241,0.95725008
FAAP24,0.027,0.027,2.107,0.812556852,0.958403418
ITGB1BP1,0.027,0.027,5.586,0.815607542,0.959170014
EIF4EBP1,-0.027,0.027,6.629,0.81754401,0.959415752
SNX3,-0.027,0.027,6.771,0.818361302,0.960019872
MICALL1,0.027,0.027,7.438,0.82916964,0.963154209
LSM11,0.027,0.027,3.418,0.832769799,0.964290874
SMYD5,-0.027,0.027,5.073,0.833359024,0.964473598
CHID1,0.027,0.027,5.238,0.833892537,0.964543488
RNF135,-0.027,0.027,3.609,0.83909432,0.965662805
NUP35,0.027,0.027,3.423,0.840960209,0.966252848
EMC2,0.027,0.027,3.224,0.843227876,0.96706601
ASXL1,0.027,0.027,5.426,0.845251014,0.967749898
USP8,-0.027,0.027,4.843,0.84949116,0.968911078
PFKFB4,0.027,0.027,4.304,0.85627738,0.971594365
CANT1,-0.027,0.027,5.964,0.856888555,0.971603845
NAV1,0.027,0.027,5.725,0.859116588,0.972300001
B4GALNT3,0.027,0.027,1.523,0.859725401,0.972558325
SCO1,-0.027,0.027,4.917,0.859782386,0.972558325
PHF10,-0.027,0.027,3.306,0.863647239,0.973504377
COBLL1,0.027,0.027,3.591,0.863731952,0.973504377
CD320,-0.027,0.027,4.336,0.863828748,0.973504377
GOPC,0.027,0.027,5.29,0.86505519,0.974020703
ABHD11,-0.027,0.027,3.247,0.865960015,0.974632776
TJAP1,-0.027,0.027,3.63,0.871992675,0.977855491
MSANTD2,-0.027,0.027,1.951,0.876368441,0.97863016
EPDR1,-0.027,0.027,3.099,0.874090028,0.97863016
DDX11,-0.027,0.027,4.064,0.876936232,0.97863016
LINC01772,0.027,0.027,0.391,0.893940666,0.98391867
MDM4,-0.027,0.027,3.919,0.895892201,0.984574116
EIF3J,-0.027,0.027,4.936,0.901226734,0.986645009
FRMD8,-0.027,0.027,5.205,0.903983249,0.987363581
MIR1249,0.027,0.027,-2.686,0.908509006,0.989300162
CERKL,0.027,0.027,0.116,0.909386664,0.989467101
PLN,-0.027,0.027,-2.283,0.921561925,0.992479268
LINC00894,0.027,0.027,-0.094,0.920818157,0.992479268
OSR2,-0.027,0.027,-0.05,0.930753865,0.995319634
PLPP7,-0.027,0.027,-3.666,1,1
FOXN3-AS2,0.027,0.027,-3.543,0.989391627,1
ST7-AS2,0.027,0.027,-2.814,1,1
PCDHB10,-0.027,0.027,-2.636,0.985803253,1
THBS4,-0.027,0.027,-1.153,1,1
MIR663B,-0.027,0.027,5.222,0.98460368,1
CTNNB1,0.026,0.026,10.134,0.763353903,0.941635125
SEC22A,-0.026,0.026,4.377,0.767865934,0.943472844
HERPUD2,0.026,0.026,4.409,0.768438686,0.943663096
MED18,-0.026,0.026,4.46,0.784961408,0.949053972
NT5DC1,0.026,0.026,4.337,0.786891112,0.949467199
AAGAB,-0.026,0.026,5.815,0.799799883,0.953297264
SLC25A13,-0.026,0.026,5.449,0.807065823,0.956923659
PRKAA1,0.026,0.026,5.474,0.807754701,0.956925698
UBE2Q1,-0.026,0.026,5.613,0.812052858,0.958290233
AMFR,-0.026,0.026,6.573,0.814139668,0.958832848
SCAF8,-0.026,0.026,5.187,0.815330085,0.959092835
LSM4,-0.026,0.026,6.937,0.816138395,0.959177459
NQO2,-0.026,0.026,4.238,0.822661292,0.961560591
CBLL1,-0.026,0.026,3.486,0.822752994,0.961594858
YIPF4,0.026,0.026,4.757,0.831083683,0.963476793
RTN4IP1,0.026,0.026,2.956,0.837466398,0.965371562
LANCL2,0.026,0.026,4.113,0.836778565,0.965371562
DNAJC17,0.026,0.026,4.127,0.836530423,0.965371562
TBC1D8,0.026,0.026,4.303,0.838582808,0.965662805
PDGFC,-0.026,0.026,5.063,0.838992111,0.965662805
RNASEH2A,0.026,0.026,5.285,0.840723514,0.966200016
ZNF830,0.026,0.026,2.935,0.842201862,0.966854398
SUCO,0.026,0.026,4.043,0.848636231,0.968829533
MTFP1,-0.026,0.026,4.447,0.853728194,0.970829038
SPATA2,-0.026,0.026,1.989,0.856521508,0.971603845
ATL2,-0.026,0.026,5.022,0.858180255,0.972158213
DZANK1,0.026,0.026,1.059,0.862410551,0.973374577
DRG2,-0.026,0.026,5.57,0.864941338,0.973979715
SPICE1,-0.026,0.026,3.813,0.868077112,0.975873136
MMADHC,-0.026,0.026,6.908,0.868065492,0.975873136
BRMS1,-0.026,0.026,6.403,0.869101903,0.976338749
ZNF91,-0.026,0.026,2.608,0.874865034,0.97863016
MANBA,-0.026,0.026,4.591,0.875583595,0.97863016
RNF25,0.026,0.026,4.916,0.873089143,0.97863016
HEG1,0.026,0.026,5.067,0.87539633,0.97863016
SF3A1,0.026,0.026,5.774,0.882056652,0.979345097
SOX6,0.026,0.026,0.709,0.887189481,0.980698806
ZNF669,-0.026,0.026,2.51,0.892117137,0.983249762
RWDD4,-0.026,0.026,4.552,0.893130452,0.983538592
ZBTB46,0.026,0.026,1.297,0.898449847,0.985535422
FAM107B,-0.026,0.026,3.506,0.899526716,0.985889092
URB2,-0.026,0.026,4.895,0.903290776,0.987147903
ASB16-AS1,-0.026,0.026,0.513,0.907638189,0.988823537
SMC2,-0.026,0.026,4.282,0.908754727,0.989300162
MAD1L1,-0.026,0.026,4.971,0.91069216,0.989779866
ACTA2,-0.026,0.026,2.914,0.9248437,0.993313647
RAB26,-0.026,0.026,2.177,0.937758636,0.997702859
LOC645485,-0.026,0.026,-3.336,1,1
FOXH1,-0.026,0.026,-2.83,1,1
PRSS48,-0.026,0.026,-2.817,1,1
LINC01568,0.026,0.026,-2.738,1,1
RNF224,0.026,0.026,-2.317,0.999793644,1
PIK3IP1-AS1,-0.026,0.026,-2.203,1,1
LINC00871,-0.026,0.026,-1.903,1,1
BTF3L4,0.025,0.025,5.033,0.773694084,0.945309321
DNAJB12,0.025,0.025,5.455,0.795384863,0.951736773
SMARCAL1,0.025,0.025,4.732,0.79725892,0.952397253
NHP2,-0.025,0.025,6.563,0.802983746,0.954829136
YWHAQ,0.025,0.025,9.324,0.80465174,0.955900449
RBM23,0.025,0.025,5.724,0.805963021,0.956291479
ADPRM,0.025,0.025,2.111,0.807261147,0.956923659
WDR61,0.025,0.025,5.119,0.810727261,0.957764398
YIPF1,0.025,0.025,5.539,0.81285117,0.958403418
LYPLA1,0.025,0.025,7.178,0.816089196,0.959177459
INTS2,0.025,0.025,4.206,0.816950033,0.959257113
TCOF1,0.025,0.025,6.241,0.817667313,0.959459083
IWS1,0.025,0.025,5.074,0.81942574,0.960382632
METTL2A,-0.025,0.025,4.964,0.820279564,0.960444342
BTBD3,-0.025,0.025,4.028,0.823863804,0.961633515
AARSD1,0.025,0.025,4.357,0.825814213,0.962157798
CLASP1,0.025,0.025,6.169,0.826566244,0.96240257
DTYMK,-0.025,0.025,5.213,0.828894188,0.963119639
RBM3,0.025,0.025,8.224,0.833913993,0.964543488
SRSF3,0.025,0.025,7.755,0.837709022,0.965371562
PDXK,0.025,0.025,7.823,0.836125654,0.965371562
SH3RF3,-0.025,0.025,2.025,0.83862599,0.965662805
KBTBD4,0.025,0.025,4.489,0.839980549,0.965947194
SPCS3,0.025,0.025,6.983,0.842240583,0.966854398
HNRNPL,-0.025,0.025,7.486,0.842257685,0.966854398
POC5,-0.025,0.025,2.885,0.844333148,0.967387369
KDF1,0.025,0.025,4.286,0.843930864,0.967387369
VPS35,-0.025,0.025,7.662,0.845757578,0.96781473
ZNF79,-0.025,0.025,3.48,0.846427161,0.968016597
UBE2J2,-0.025,0.025,5.186,0.849221837,0.968911078
WASHC1,-0.025,0.025,2.709,0.853603682,0.970808672
CIAPIN1,-0.025,0.025,6.351,0.856136017,0.971594365
RNGTT,-0.025,0.025,4.58,0.856858654,0.971603845
ATP6V0A1,0.025,0.025,4.616,0.858528879,0.972158213
FANCG,0.025,0.025,4.702,0.858393007,0.972158213
STK26,0.025,0.025,5.442,0.858438309,0.972158213
SEC22B,-0.025,0.025,5.753,0.858522745,0.972158213
NUDT19,-0.025,0.025,4.227,0.861741449,0.973135949
ARFGEF3,-0.025,0.025,3.11,0.862422618,0.973374577
NXT1,0.025,0.025,4.612,0.863070813,0.973381233
SIRT6,0.025,0.025,3.924,0.863824792,0.973504377
POC1A,-0.025,0.025,3.888,0.863784627,0.973504377
POLH,-0.025,0.025,5.119,0.864300105,0.973504377
DMAP1,-0.025,0.025,4.21,0.866590263,0.97504572
ZNF688,0.025,0.025,2.696,0.868461594,0.976014282
ZNF607,-0.025,0.025,2.292,0.875671832,0.97863016
ZNF229,-0.025,0.025,3.173,0.878737076,0.97863016
NARFL,-0.025,0.025,4.443,0.874327758,0.97863016
GTPBP4,-0.025,0.025,6.207,0.880335909,0.978895355
IFRD2,-0.025,0.025,6.482,0.884427872,0.980321421
CARHSP1,-0.025,0.025,6.613,0.889768058,0.981537263
BICDL1,-0.025,0.025,1.66,0.894332141,0.98391867
NOL7,-0.025,0.025,5.045,0.902301448,0.987147903
SNORD116-27,-0.025,0.025,-1.64,0.904554559,0.987744766
AGAP4,-0.025,0.025,1.315,0.905316767,0.988042839
LOC105370333,-0.025,0.025,1.463,0.906267825,0.988377527
POLR2A,-0.025,0.025,5.728,0.910756089,0.989779866
CRACR2A,-0.025,0.025,0.868,0.911664861,0.990063713
RHOV,-0.025,0.025,2.413,0.93733478,0.997551602
MIR3162,0.025,0.025,-3.545,0.989571143,1
LOC400464,0.025,0.025,-2.651,1,1
LOC344967,-0.025,0.025,-1.604,0.993466963,1
STKLD1,-0.025,0.025,-1.401,0.976292181,1
PMFBP1,-0.025,0.025,-0.922,0.946897423,1
USP10,0.024,0.024,6.221,0.775856306,0.946307358
RNF216,-0.024,0.024,5.17,0.782763629,0.948869437
RASAL2,-0.024,0.024,5.859,0.79504298,0.951697224
PEX13,0.024,0.024,4.969,0.805057788,0.956024951
MARS,0.024,0.024,7.306,0.808383032,0.957135352
BUB3,0.024,0.024,6.991,0.809608726,0.957507629
TMED9,-0.024,0.024,6.964,0.810138349,0.957602206
SRPX,0.024,0.024,4.94,0.817630258,0.959459083
ANAPC13,-0.024,0.024,4.114,0.819645067,0.960410104
LTBR,-0.024,0.024,6.53,0.824709758,0.962063382
RNF217,-0.024,0.024,4.445,0.825949808,0.962191598
ZSWIM7,-0.024,0.024,3.505,0.826487865,0.96240257
PLA2G15,0.024,0.024,3.956,0.829076944,0.963154209
PARN,-0.024,0.024,4.119,0.830134704,0.963286013
PREB,0.024,0.024,5.636,0.83708622,0.965371562
SEC24C,0.024,0.024,7.303,0.837231573,0.965371562
TSR2,-0.024,0.024,4.501,0.839843092,0.96591963
MED24,0.024,0.024,6.142,0.840576586,0.966082511
PCNX1,0.024,0.024,5.981,0.840898674,0.966252848
SEC13,0.024,0.024,7.412,0.84388331,0.967387369
SLC48A1,-0.024,0.024,3.164,0.845968508,0.96781473
ANLN,0.024,0.024,6.096,0.8463545,0.968015508
ARHGAP10,-0.024,0.024,4.506,0.849913936,0.968911078
RAI14,0.024,0.024,6.256,0.849982251,0.968911078
SPINT1,0.024,0.024,7.085,0.854726463,0.970977488
DEF6,0.024,0.024,4.735,0.856724187,0.971603845
PPIL1,0.024,0.024,5.464,0.856811415,0.971603845
LOC105369779,0.024,0.024,1.21,0.857033984,0.971625923
HSPD1,0.024,0.024,8.005,0.857977049,0.972158213
LRRFIP1,0.024,0.024,5.549,0.861087428,0.973017304
NAA40,-0.024,0.024,4.007,0.861476082,0.973135949
ZNF616,0.024,0.024,2.964,0.871106451,0.977848903
ANO9,0.024,0.024,2.569,0.871476802,0.977855491
ZNF765,0.024,0.024,2.99,0.871261249,0.977855491
TTF1,0.024,0.024,3.156,0.871578504,0.977855491
LOC100506100,-0.024,0.024,1.379,0.874173126,0.97863016
C10orf55,-0.024,0.024,2.262,0.877460101,0.97863016
LRP12,-0.024,0.024,4.088,0.87456633,0.97863016
TMEM101,-0.024,0.024,4.51,0.87592171,0.97863016
SMG1P1,-0.024,0.024,4.988,0.873376951,0.97863016
PVT1,-0.024,0.024,3.374,0.880366883,0.978895355
NAA15,0.024,0.024,5.689,0.881742359,0.979259253
ZNF341,-0.024,0.024,1.891,0.882379537,0.979417478
TRAPPC9,0.024,0.024,3.692,0.883425126,0.979794767
TUBA4A,0.024,0.024,9.156,0.883721824,0.979940302
BSG,-0.024,0.024,8.479,0.885556196,0.98069429
EML2-AS1,0.024,0.024,-0.214,0.89950192,0.985889092
IPO4,-0.024,0.024,5.754,0.913986327,0.990739058
PRSS8,-0.024,0.024,5.761,0.917792342,0.991955484
TFAM,-0.024,0.024,4.731,0.927954391,0.994524643
TAF1C,-0.024,0.024,3.043,0.937434718,0.99760383
DPP10,0.024,0.024,-2.372,0.943322608,0.999852652
MYLPF,0.024,0.024,-2.395,0.987625224,1
TOLLIP-AS1,-0.024,0.024,-1.983,1,1
LOC101928837,0.024,0.024,-1.575,0.990099248,1
GHRLOS,-0.024,0.024,-0.674,0.946255983,1
MISP3,-0.024,0.024,-0.409,0.945890654,1
HIST1H2BE,-0.024,0.024,6.733,0.955041386,1
RCC2,-0.023,0.023,6.806,0.783513252,0.948869437
BFAR,-0.023,0.023,5.249,0.78742224,0.94955461
PAX8-AS1,0.023,0.023,5.445,0.792509759,0.951105585
HIKESHI,0.023,0.023,5.204,0.796682472,0.95219577
PPIE,0.023,0.023,5.351,0.797696723,0.952681915
GRHL2,0.023,0.023,5.596,0.80752476,0.956923659
BRAP,0.023,0.023,4.414,0.819122479,0.960262571
TNKS,0.023,0.023,4.954,0.822949117,0.961632999
AP1G1,-0.023,0.023,6.324,0.823380483,0.961633515
COPZ1,-0.023,0.023,7.222,0.824238747,0.961781371
DLST,0.023,0.023,6.627,0.828851197,0.963119639
TCTEX1D2,0.023,0.023,3,0.836527854,0.965371562
TPD52,-0.023,0.023,4.953,0.83639679,0.965371562
TAZ,0.023,0.023,3.566,0.837883148,0.965434343
UBASH3B,0.023,0.023,4.672,0.839353685,0.965726233
MED31,-0.023,0.023,4.249,0.841580308,0.966635983
CDK12,-0.023,0.023,5.452,0.842239922,0.966854398
VTI1A,-0.023,0.023,4.438,0.847042621,0.968453516
CCDC57,-0.023,0.023,3.269,0.849139818,0.968911078
ABI2,0.023,0.023,3.99,0.849793573,0.968911078
ERCC8,0.023,0.023,3.568,0.852569921,0.970229025
AKT2,-0.023,0.023,6.681,0.852971098,0.970562155
BIN3,0.023,0.023,4.546,0.8546048,0.970977488
KDM5C,-0.023,0.023,6.241,0.854975976,0.970988387
WARS2,-0.023,0.023,3.405,0.858463682,0.972158213
GNAI1,-0.023,0.023,5.057,0.858483138,0.972158213
RBM14,-0.023,0.023,5.481,0.8585625,0.972158213
FBXO28,0.023,0.023,5.52,0.858207758,0.972158213
COQ4,-0.023,0.023,5.039,0.860736697,0.973017304
TTC7A,0.023,0.023,5.258,0.86101316,0.973017304
MAN2C1,0.023,0.023,4.976,0.862175086,0.9732327
SPESP1,0.023,0.023,1.72,0.862814969,0.973374577
TARS,0.023,0.023,7.542,0.862772167,0.973374577
LRRC8C,0.023,0.023,5.45,0.870021074,0.97687734
WDR92,-0.023,0.023,2.711,0.877579239,0.97863016
PPIL3,-0.023,0.023,3.684,0.878523141,0.97863016
FBXO5,0.023,0.023,3.192,0.880703906,0.978930706
MTX2,-0.023,0.023,4.367,0.880622738,0.978930706
NUTM2A-AS1,-0.023,0.023,2.991,0.88349494,0.979823279
UTP23,0.023,0.023,3.507,0.883997699,0.979989465
FAM193B,-0.023,0.023,3.811,0.88767795,0.980698806
SUCLA2,-0.023,0.023,4.539,0.8895459,0.981389658
ASXL2,-0.023,0.023,4.31,0.8969005,0.984882877
STEAP1B,-0.023,0.023,2.737,0.897678393,0.985086505
LPIN2,-0.023,0.023,2.617,0.902884096,0.987147903
USP32P1,0.023,0.023,1.203,0.905297599,0.988042839
RASA1,-0.023,0.023,5.111,0.905752377,0.988287763
PRKAR2B,0.023,0.023,-1.883,0.906191926,0.988377527
ZNF844,0.023,0.023,1.084,0.90640195,0.988377527
NUF2,-0.023,0.023,2.428,0.906809803,0.988476514
SNORD1B,-0.023,0.023,-2.233,0.9142904,0.990792529
CWF19L2,-0.023,0.023,2.891,0.921648345,0.992479268
SLC25A5-AS1,-0.023,0.023,-0.611,0.926578901,0.994009575
NR1D1,0.023,0.023,2.023,0.926332998,0.994009575
SLC12A5,0.023,0.023,-0.119,0.936241486,0.997259667
LIG4,-0.023,0.023,3.392,0.940583683,0.998521768
C8orf49,-0.023,0.023,-2.989,1,1
ST6GAL2,-0.023,0.023,-1.891,1,1
GUSBP2,-0.023,0.023,1.116,0.964633584,1
DNAJC14,0.022,0.022,5.005,0.80084607,0.953630495
THG1L,0.022,0.022,4.027,0.801764713,0.9541857
WDR55,0.022,0.022,5.683,0.81983159,0.960416185
ECD,0.022,0.022,4.974,0.820165729,0.960444342
C2orf49,0.022,0.022,3.803,0.823621251,0.961633515
NDUFC2,0.022,0.022,6.277,0.827476713,0.962677701
KLHL20,0.022,0.022,3.925,0.828386394,0.962982927
EVC2,0.022,0.022,3.331,0.833791702,0.964543488
KIAA2013,-0.022,0.022,5.432,0.834696199,0.96496111
ZNF140,0.022,0.022,3.717,0.836946575,0.965371562
RBBP5,0.022,0.022,4.421,0.836727794,0.965371562
FADD,-0.022,0.022,5.558,0.837276761,0.965371562
ABCB7,0.022,0.022,4.002,0.843196284,0.96706601
KNSTRN,0.022,0.022,5.249,0.847278544,0.968533661
G3BP1,-0.022,0.022,8.359,0.849328222,0.968911078
POLE4,-0.022,0.022,4.968,0.853356491,0.970745516
RAB32,0.022,0.022,6.202,0.853655849,0.9708183
NOL9,-0.022,0.022,5.376,0.855171317,0.971000808
RPL10A,-0.022,0.022,9.891,0.858769042,0.972158213
PMPCB,-0.022,0.022,5.5,0.86342073,0.973504377
TUBB6,0.022,0.022,9.676,0.867907709,0.975836105
C1orf210,0.022,0.022,0.99,0.86844313,0.976014282
ATP2C1,-0.022,0.022,6.106,0.869608512,0.976660925
ALG1,-0.022,0.022,4.573,0.871956282,0.977855491
EPC2,0.022,0.022,2.838,0.874300402,0.97863016
KIF20B,0.022,0.022,3.423,0.878470168,0.97863016
WSB1,-0.022,0.022,5.431,0.878508165,0.97863016
SH2D3A,0.022,0.022,6.346,0.878995841,0.97863016
MCM4,0.022,0.022,6.341,0.872938521,0.97863016
MDH2,-0.022,0.022,7.683,0.882522771,0.979450729
RPS24,0.022,0.022,9.35,0.882989694,0.979581387
NCBP3,0.022,0.022,5.001,0.883772802,0.979940302
TMEM150A,-0.022,0.022,2.752,0.88636606,0.980698806
RBMS3,-0.022,0.022,3.015,0.893206344,0.983538592
NBPF1,0.022,0.022,3.168,0.893551946,0.983659885
LOC102724159,-0.022,0.022,4.743,0.894645252,0.98391867
SCP2,-0.022,0.022,5.309,0.896346214,0.984637846
DCUN1D5,-0.022,0.022,5.292,0.896516147,0.984775821
DMC1,0.022,0.022,1.04,0.90175,0.986868887
GART,-0.022,0.022,-0.186,0.906625417,0.988377527
PGBD1,-0.022,0.022,2.798,0.907086642,0.98861452
KIF11,-0.022,0.022,4.616,0.908726506,0.989300162
PER3,0.022,0.022,2.233,0.920442074,0.992458413
SYTL4,-0.022,0.022,2.075,0.927794973,0.994524643
ETFBKMT,-0.022,0.022,0.772,0.930353294,0.995319634
RN7SL2,-0.022,0.022,15.265,0.931452058,0.995319634
LOC100420587,-0.022,0.022,-3.503,1,1
CHRM4,-0.022,0.022,-3.261,1,1
ULK4P1,0.022,0.022,-2.487,0.963684928,1
C3orf67-AS1,0.022,0.022,-2.251,0.971689807,1
PCDHB11,0.022,0.022,-2.096,0.981274797,1
